Question,A,B,C,D,Correct,Explanation,Topic,Assessment,Difficulty
"If Saeed is concerned that a data breach altered the completeness of his information, he is concerned about the __________ of the data.",confidentiality,privacy,integrity,availability,C,"Integrity. Data integrity involves the wholeness or completeness of data and information. A breach of data integrity is sometimes referred to as data corruption. Corruption may be the result of an attack, but it may also occur at various points during the entering, storing, or transmitting of information. Data confidentiality is threatened when unauthorized users gain access to the data. Confidentiality is related to data privacy, although data privacy also involves the intended use of specific types of data. Data availability refers to the usability or the delivery format of data. Boston, MA: Cengage Learning, Inc.",Operations,9,medium
"When Madeline saw that a customer had slipped an iPad in his backpack and was walking toward the store's exit, she immediately notified the police officer who was guarding the door. What was Madeline doing?",Setting the alarm system,Accusing a witness of theft,Following security procedures,Revealing confidential information,C,"Following security procedures. Businesses establish security procedures to protect their assetsâ€”equipment, products, facilities, money, information, and employees. Businesses need to communicate these security procedures to employees so the employees know what they need to do to maintain a secure work environment and reduce the risk of business loss. In the example, an employee saw a customer shoplifting, so she notified the guard at the front door to prevent the customer from leaving the store without paying. Madeline carried out the steps that her employer told her to follow if a security issue occurred. Madeline did not set the alarm, accuse a witness of theft, or reveal confidential information. August 31, 2022, from https://www.vendhq.com/blog/prevent-and-deal-with-shoplifting/",Operations,9,easy
How can an individual employee help protect company information on a daily basis?,Check personal email on a work computer,Log out of their computer when leaving work,Transfer files from a home computer to a work computer,Store log-in information in a desk drawer at work,B,"Log out of their computer when leaving work. One way that an individual employee can help protect company information on a daily basis is to log out of their computer when leaving work for lunch or for the evening. By doing so, it becomes much more difficult for an intruder to access company information on that particular computer. However, if the employee also stores their log-in information (i.e., username and password) in a desk drawer at work, that very same intruder can easily access company data if they have time and opportunity to look in the drawers of the desk. Checking personal email on a work computer and transferring files from a home computer to a work computer are potentially dangerous. They make the computer vulnerable to hackers' attacks and electronic viruses which could result in the loss of company information. for. Retrieved August 17, 2022, from https://www.networkworld.com/article/3230457/what-is-afirewall-perimeter-stateful-inspection-next-generation.html Test 1270 BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 20 Copyright Â© 2023 by MBA Research and Curriculum CenterÂ®, Columbus, Ohio",Operations,9,medium
"At 8:00 a.m., Lily reviews her to-do list for work today. Which of the following tasks should be Lily's first priority:",Editing a short article for the company newsletter that she must give her manager by 3:00 p.m. today,Finishing a status report that she is presenting at a meeting that is scheduled an hour from now,Printing the email confirmation for her hotel reservation for a business conference that she is attending next week,Returning an unsolicited phone call from a business that is selling unneeded products,B,"Finishing a status report that she is presenting at a meeting that is scheduled an hour from now. Prioritizing involves ranking things in the order of their relative importance. When prioritizing their work, employees evaluate many factors such as due dates and the time that it will take to complete a task. Because Lily needs to present a status report during a meeting that is occurring within an hour, she needs to finish the report first. After the meeting, she should edit the article so that it is ready by the 3:00 p.m. deadline. Printing a document does not take a lot of time, so Lily can print the hotel confirmation any time before the conference, which is a week away. Lily does not need to return an unsolicited sales call. 2022, from http://work.chron.com/determine-workplace-priorities-17470.html",Operations,9,easy
"After Lucas successfully ran and organized a pep rally at school, he was told by several students and faculty members that they loved the event and would like to attend more events like it in the future. He then decided to plan another pep rally for the following semester. This is an example of how",it is important to measure efficient resource use.,evaluating the quality of project work is the most important step.,evaluating project success identifies needs for future projects.,all projects must offer financial value to stakeholders.,C,"Evaluating project success identifies needs for future projects. In some cases, projects can create the need for more projects. Lucas's project evaluation helped him uncover the need for future projects because his first pep rally was so successful. This is not an example of how it is important to measure efficient resource use or how all projects must offer financial value to stakeholders. Evaluating the quality of project work is not necessarily the most important step; all of the steps of evaluating project success are important.",Operations,9,easy
You've been asked to attend a meeting with an organization's board of directors to convince them to buy your company's customer relationship management software. Which of the following best describes the type of information you should provide and how you should prepare it:,Create a brief marketing message to generate interest in the software.,Write a lengthy report that includes all of the technical details regarding the software you are recommending.,Create a custom slideshow presentation that explains how the software program will benefit the client.,Create a storyboard to share an exciting visual message about your software.,C,"Create a custom slideshow presentation that explains how the software program will benefit the client. A slideshow presentation is best used to share information when meeting with a group of people. A lengthy report containing technical details is not as effective or persuasive as explaining how the software will benefit the company. Storyboards are best used to organize visual content for slideshow presentations and videos or to present highly artistic or conceptual products such as TV advertisements or films. Brief marketing messages are used to generate customer interest in a product and are not appropriate for a formal business meeting. 2022, from https://www.thebalancesmb.com/how-to-create-a-powerful-sales-presentation-2948462",Information Management,9,hard
"If you are in doubt about selecting an item of clothing for work, it is usually best to choose the one that is",highly advertised.,most eye-catching.,conservative.,a current fad.,C,"Conservative. When in doubt, be conservative. This is especially true in selecting clothes for work. Your work clothes should present a positive image of you and the business for which you work. They should not distract customers from the products you sell or coworkers from doing their jobs. Choosing clothing that is highly advertised, a current fad, or eye-catching would not be as wise as choosing something conservative.",Professional Development,9,easy
Being organized helps to make workers more productive because organized workers,help to create a good image for the business.,accomplish less than disorganized workers.,prefer to do things quickly at the last minute.,plan ahead and work at a relaxed pace.,D,"Plan ahead and work at a relaxed pace. Truly productive workers plan ahead so that they can work at a relaxed pace. They accomplish much more than those who fail to plan and try to do everything at a frantic pace at the last minute. Organized workers do help create a good image for the business, but that is not related to their level of productivity. https://www.mindtools.com/pages/article/newHTE_76.htm Test 1270 BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 21 Copyright Â© 2023 by MBA Research and Curriculum CenterÂ®, Columbus, Ohio",Professional Development,9,easy
People who understand their own unique skills and abilities usually are able to choose appropriate,talents.,traits.,careers.,friends.,C,"Careers. Self-understanding helps people choose careers that are appropriate for their particular abilities. Each of us is born with a unique combination of abilities and aptitudes for certain skills. Understanding what those skills and abilities are usually helps people choose careers for which they are well-suited and in which they will be successful. People who understand their skills and abilities are not necessarily able to choose appropriate friends. Talents, the natural aptitudes that people are born with, are not chosen but may be developed. Traits are personal characteristics that make up an individual's personality. 613]. Tinley Park, IL: The Goodheart-Willcox Co.",Professional Development,10,medium
Which of the following is an example of a limited decision:,Where you'll take your bike for repair,When you'll leave for school,What college you'll attend,Which car you'll buy,A,Where you'll take your bike for repair. An example of a limited decision is where you'll take your bike for repairâ€” because you'll spend a little time considering where you want to take it. It's not something you'll put no thought into (as deciding when you'll leave for school) or a lot of thought into (as deciding which car you'll buy or college you'll attend).,Professional Development,10,easy
Jamel is an employee responsible for making sure that his company's business initiatives and computer/IT processes work smoothly together. What area of business is Jamel working in?,Business information management,Operations management,Accounting,Securities and investments,A,"Business information management. An employee making sure that business initiatives and computer/IT processes work smoothly together is working in the area of business information management. Business information management is an umbrella term covering those careers that provide a bridge between business processes/initiatives and IT (information technology). Employees in this area help align business and IT goals. Employees working in accounting collect, analyze, organize, and report accounting information. Employees working in operations management focus on planning, organizing, coordinating, and controlling the resources needed to produce/provide a business's goods and/or services. Employees working in securities and investments typically work in brokerage firms, investment banks, and stock exchanges to support the flow of funds from investors to companies and institutions.",Professional Development,10,medium
"Job interviewers often say to job applicants, ""Tell me about yourself."" Which of the following is the purpose of this request:",To test the applicant's honesty and integrity,To test the applicant's communication skills,To uncover job-related problems the applicant has,To find out about the applicant's personal life,B,"To test the applicant's communication skills. Job interviewers ask interviewees to talk about themselves in order to evaluate their skills in expressing themselves. They also hope to learn more about the applicant than is supplied in the resume or on the job application. The question is not intended to be a probe into the applicant's personal life, an attempt to uncover problems, or a test of honesty and integrity. Retrieved August 31, 2022, from https://blog.hubspot.com/marketing/tell-me-about-yourself",Professional Development,10,medium
"After a job interview, an applicant should prepare a follow-up letter that",is long and detailed.,includes a resume.,is short and typed.,contains a photo.,C,"Is short and typed. A follow-up letter after a job interview should be short and to the point. The purpose is to briefly thank the interviewer. Typed letters are preferred. Follow-up letters do not contain a photo or another resume. They should not be long and detailed. Retrieved August 31, 2022, from https://mftrou.com/job-interview-thank-you-letters/ Test 1270 BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 22 Copyright Â© 2023 by MBA Research and Curriculum CenterÂ®, Columbus, Ohio",Professional Development,10,easy
One of the reasons why it is important for employees to continue their education throughout their careers is to be prepared for,jobs of the future.,adjustments in pay.,changes in lifestyle.,life after retirement.,A,"Jobs of the future. Employees will experience many changes in technology throughout their careers. To be prepared for the jobs that new technology will create, employees need to continue their education. Technology will eliminate some jobs in the future and change the way some jobs are performed. Employees will need to keep up with the new developments by continuing their education and learning new skills. Those employees who do not continue their education might find themselves without jobs because they have not adapted to a new work environment. Employees do not continue their education to be prepared for life after retirement, changes in lifestyle, or adjustments in pay. However, continuing their education often helps employees improve their lifestyle by increasing their pay. August 17, 2022, from https://www.themuse.com/advice/schools-not-out-the-importance-ofcontinuing-education",Professional Development,10,easy
Many businesses fail due to insufficient capital. Insufficient capital is also known as a lack of,commitment.,employees.,advertising.,money.,D,"Money. Many businesses fail simply because they do not have enough money. A business's dismal sales, unexpected expenses, or poor planning can all result in insufficient capital. Insufficient capital does not refer to a lack of advertising, employees, or commitment.",Professional Development,10,hard
"Before you analyze the available information to solve a problem, it is important to",determine the best solution from several alternatives.,brainstorm possible solutions.,identify and check your assumptions.,ask for input from your peers.,C,"Identify and check your assumptions. An assumption is a thought or idea that you presume (take for granted) is true. In some situations, a person makes incorrect assumptions. For example, a supervisor may assume that an employee has completed a task by the deadline. The supervisor makes this assumption because the employee has completed tasks by the given deadlines in the past. The supervisor's assumption is based on their experience. However, the employee experienced a computer problem, which prevented them from completing the task by deadline. So, in this particular situation, the supervisor's assumption was incorrect. Therefore, when you are solving problems, it is important to make sure that you have all of the correct information available and that you look at situations and issues objectively. After collecting all of the necessary information and checking assumptions, you can brainstorm solutions and determine the best solution to implement. The nature of the problem depends on whether or not you need to ask for input from your peers.",Professional Development,10,easy
The newly redesigned Toyota Corolla is an example of __________ innovation.,position,process,product,paradigm,C,"Product. Whenever a company creates a new product or redesigns an existing product, product innovation takes place. If a company changes the way that a product is produced or delivered, the company is engaging in process innovation. Position innovation occurs when an existing product is repositioned. A company that seeks to create a different image of an existing product in the minds of consumers is repositioning the product. Paradigm innovation takes place when the entire perception of a product, company, or industry takes place. For example, cars were originally perceived as only being for the wealthiest segment of society. Henry Ford changed the way that society viewed the automobile, however, from an expensive plaything for the rich to a reasonably priced mode of transportation for all of society. Test 1270 BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 23 Copyright Â© 2023 by MBA Research and Curriculum CenterÂ®, Columbus, Ohio",Professional Development,10,hard
The management function of business is usually responsible for,setting policy.,preparing ads.,stocking shelves.,serving customers.,A,"Setting policy. Most businesses have established policies and set standards by which the business is governed. Setting policy is a function of management, which is the process of planning, organizing, directing, and controlling activities in order to achieve goals or objectives. Serving customers, stocking shelves, and preparing ads are different kinds of work carried out by a company's employees under the direction of management.",Strategic Management,10,medium
Tessa and her friends were caught drinking alcohol underage. This is an example of breaking,administrative law.,civil law.,criminal law.,international law.,C,"Criminal law. Criminal law deals with crime, which can cause damage to an individual as well as society as a whole, and the legal punishment of criminal offenses. Underage drinking is a criminal offense. It is not an example of breaking civil law, administrative law, or international law. Regulations)",Business Law,1,easy
What type of corporation may be owned by just a few people and does not offer its shares for sale to the general public?,Franchise,Private,"""C""",Limited,B,"Private. A private corporation may be owned by just a few people and does not offer its shares for sale to the general public. It usually is not required to make its financial activities public. For tax reasons, it must prepare reports for the state in which it operates. A ""C"" corporation usually sells millions of shares of stock to many stockholders. Limited is a type of partnership. A franchise is an agreement between a parent company and a franchisee to distribute goods and services.",Business Law,1,easy
Jon sues his former employer for harassment. In what situation would the employer be likely to offer Jon a settlement?,The employer wants the case to go to court.,The employer knows it will be able to win the case.,The employer does not think it will be able to win the case.,Jon does not think he will be able to win the case.,C,"The employer does not think it will be able to win the case. A party may offer a settlement if it believes it has little chance to win a case. In this example, if Jon's employer does not believe it will win, it may offer Jon a settlement. A settlement is a way to avoid the case going to court. Jon may or may not think he will win the case, but this does not influence his former employer's actions. August 11, 2021, from https://yourbusiness.azcentral.com/companies-try-settle-harassmentclaims-out-court-15821.html",Business Law,1,medium
What is the first part of the litigation process?,Filing a motion to dismiss,Appearing in court,Investigating the complaint,Appealing the decision,C,"Investigating the complaint. When a lawyer is first contacted about a potential lawsuit, they must investigate whether or not the complaint is worth a lawsuit. This might involve doing research, hiring investigators, or interviewing people involved. Investigating the complaint must occur before anyone appears in court, files a motion to dismiss, or appeals the decision. Retrieved August 11, 2021, from https://www.thebalancesmb.com/litigation-and-businessdisputes-398330",Business Law,1,easy
The implementation of digital warehouse management systems is an example of how technology can impact __________ management.,financial,human resource,supply chain,employee,C,"Supply chain. Supply chain management is increasingly influenced by modern technology as new innovations such as digital warehouse management systems become widely available. Digital warehouse management systems help companies distribute products more efficiently by tracking inventory in real timeâ€”they're a technology that allows for better supply chain management. This example does not illustrate the effect of technology on human resource, financial, or employee management. with a digital warehouse management system. Retrieved August 11, 2021, from https://www.brwilliams.com/blog/7-benefits-of-choosing-warehouse-with-digital-warehousemanagement-system/",Operations,1,hard
You can most effectively follow written directions by,reading the directions while you are distracted.,completing steps in the order written.,following steps in any order you choose.,completing the first step without reading the others.,B,"Completing steps in the order written. It's important to complete steps in the order written when you are following written directions. You should read directions when you can focus on them, not when you are distracted. You should follow directions in the correct order, not in any order you choose. Read every step of the written instructions before completing the first step. https://classroom.synonym.com/follow-written-instructions-2251998.html Test 1247 1",Communication Skills,1,medium
"While attending a presentation, Jimmy indicates to the speaker that he would like to ask a question. Before stating his question, Jimmy briefly sums up the speaker's lecture. Which communication technique is Jimmy using?",Gestures,Nonverbal,Probing,Paraphrasing,D,"Paraphrasing. Paraphrasing involves restating a message in other words in order to confirm or clarify its meaning. Nonverbal communication techniques include gestures, nodding, smiling, etc. Probing is seeking to uncover what others think, feel, or know. https://www.seedsforchange.org.uk/activelistening",Communication Skills,1,medium
Individuals who can defend their ideas objectively usually are able to provide others with,personal opinions.,emotional information.,logical evidence.,unrelated statistics.,C,"Logical evidence. Being prepared will help individuals remain objective and able to offer logical evidence to back up their ideas. They should be prepared to explain supporting information because others may have questions or concerns about the ideas. Using logical evidence, such as related statistics or facts, will help individuals defend their ideas because they are relying on valid evidence rather than personal opinions. Individuals who defend their ideas objectively do not use emotional information, personal opinions, or unrelated statistics. 2021, from https://gohighbrow.com/defend-your-ideas-without-becoming-defensive/",Communication Skills,1,medium
The technological innovation that has had the greatest impact on modern businesses is,electronic databases.,improved computer hardware.,the internet.,virtual training.,C,"The internet. The internet is the technological innovation that has had the greatest impact on modern businesses. It has changed the way everyone in the world works and lives. Improved computer hardware, electronic databases, and virtual training have certainly influenced the modern business world, but none so much as the internet.",Information Management,1,hard
Which of the following statements regarding executive summaries is true:,Your executive summary should be approximately one-fourth to one-third as long as your entire report.,You should sequence the main ideas of your executive summary in the same order that they appear in your full report.,You should always write your executive summary before writing the body and appendices of your report.,"You should use jargon, technical language, abbreviations, and slang frequently throughout your executive summary.",B,"You should sequence the main ideas of your executive summary in the same order that they appear in your full report. An executive summary is a summary of the most important points of a longer document such as a business report, business plan, or marketing plan. In fact, the executive summary is typically considered to be the most important part of a company's business or marketing plan because it gives an overview of the entire document and helps the reader determine whether it is worthwhile to read any further in the document. The main ideas of the executive summary should be presented in the same order that they appear in the full report. As a rule of thumb, an executive summary should be no more than one tenth of the length of the entire report. It is commonly recommended that you write your executive summary after writing the body of your report. You should avoid using excessive jargon, technical language, abbreviations, and slang in your executive summary. from https://bizfluent.com/how-16566-write-executive-summary.html",Communication Skills,1,easy
"Jacob is determining the writing style to use for an analytical report. If most readers are likely to support the report's content, Jacob should format the report for a(n) __________ audience.",argumentative,indecisive,receptive,intellectual,C,"Receptive. An analytical report is a document that explains and evaluates an issue, opportunity, or problem. Often, the analytical report includes recommendations for a business to take a certain course of action. If the writer anticipates that most members of the audience are receptive and will agree with the recommendations, then using a direct approach to structure the report is optimal. The direct approach involves writing the report so it focuses the attention on the conclusions and recommendations. If the writer anticipates a skeptical, argumentative, or indecisive audience, the indirect approach may be the best way to structure the report. The indirect approach involves preparing a logical argument that supports the recommendations and focuses on the rationale behind the recommendations. Intellect refers to a person's level of understanding about a topic or concept, which varies per person and is not necessarily related to the structure of the report. an action) Retrieved August 11, 2021, from https://writing.ku.edu/sites/writing.drupal.ku.edu/files/docs/Writing_Informational_Analytical_ Reports.pdf Test 1247 2",Communication Skills,2,medium
Which of the following is the last component of a research report:,Purpose of the study,Recommendations,Background information,Methodology,B,"Recommendations. A research report is a written document that summarizes an investigation related to a particular issue or problem. The recommendations section is the proposed course of action, and it is the last component presented in the report. The purpose of the study, which appears at the beginning of the report, describes why the research is needed. The background or historical information is presented at the beginning of the report and usually appears after the purpose of the study. The methodology section of the report appears in the middle of the report and discusses the types of research tools used and why they were selected. from https://www.monash.edu/rlo/assignment-samples/engineering/eng-writing-technicalreports/conclusions-and-recommendations",Communication Skills,2,easy
What is the best way to show empathy to a customer who received poor service and mentioned it to you?,Ask them to complete a satisfaction survey.,Give the customer a credit on their account.,"Listen, apologize, and thank them for sharing.",Promise them that it will never happen again.,C,"Listen, apologize, and thank them for sharing. By listening, apologizing, and thanking the customer for sharing, you demonstrate concern and interest in solving the problem. Giving an account credit is a nice gesture to compensate the customer for the inconvenience, but it does not show genuine concern. Promising that it will never happen again or giving the customer a satisfaction survey lacks empathy because there is no attempt to understand what they are feeling. August 10, 2021, from https://www.forbes.com/sites/theyec/2017/05/23/four-ways-to-buildlasting-customer-relationships/#296753d7b1c5",Customer Relations,2,easy
"What kind of customer would make the following statement: ""I just don't know how these items got into my pocket.""",Dishonest,Suspicious,Disagreeable,Domineering/Superior,A,"Dishonest. Dishonest customers intentionally attempt to avoid paying part or all of the cost of a good or service. Disagreeable customers are unpleasant and hard to help because they are argumentative, complaining, irritable/moody, insulting, impatient, and/or have a leave-me-alone attitude. Domineering/Superior customers are overly self-confident and feel that they know more and are better than the average person. Suspicious customers question everything and may want facts and proof before being convinced that something is true.",Customer Relations,2,easy
What economic activity is necessary for consumption to occur?,Opportunity,Production,Financing,Management,B,"Production. The movement of goods, services, and resources is possible because of four economic activities: consumption, production, exchange, and distribution. In order for consumption to occur, goods and services must be made or produced. Production relies on consumers to provide resources, and consumption relies on producers to provide goods and services. Opportunity is a chance or benefit. Financing is a marketing function that involves understanding the financial concepts used in making business decisions. Management is the process of coordinating resources to accomplish an organization's goals.",Economics,2,easy
"When demand for an item exceeds supply, the price will usually",decrease.,increase.,remain the same.,be discounted.,B,"Increase. Businesses generally increase the price of an item that is in great demand. The laws of supply and demand can cause frequent and rapid price changes. When demand exceeds supply, the price will not decrease, remain the same, or be discounted.",Economics,2,easy
"Brynn manages employees who are new on the job and need quite a bit of supervision. Therefore, she can only supervise a few employees at once. Brynn's span of control is",open.,narrow.,wide.,tight.,B,"Narrow. Brynn has a narrow span of control, meaning that she can only effectively supervise a few employees at one time. A wide span of control refers to supervising many employees at once. Open span of control and tight span of control are not terms used in organizational design. Test 1247 3",Economics,2,medium
Improved efficiency in the workplace usually increases,productivity.,selling prices.,labor costs.,unemployment.,A,"Productivity. Productivity is the amount and value of goods and services produced (outputs) from set amounts of resources (inputs). Businesses use such methods as specialization of labor, efficient methods and equipment, participative decision-making, training and education, communication, motivation, and a good quality work life to increase workers' efficiency and productivity. Improved efficiency may actually reduce labor costs, selling prices, and unemployment.",Economics,2,easy
Consumer spending is likely to decrease when,a federal income tax increase is implemented.,interest rates decrease substantially.,the production of goods and services increases.,unemployment levels decrease for at least a year.,A,"A federal income tax increase is implemented. Consumer spending is one factor that indicates well-being of the economy. If the government increases taxes, consumers have less money to spend on other things. Spending also tends to decrease as unemployment increases because consumers are not working and do not have income to spend. Low interest rates and increased business activity are factors that indicate that the economy is growing and that consumers are spending their money. https://www.investopedia.com/terms/c/consumer-spending.asp",Economics,2,easy
"Over the past few decades, a country has undergone a huge amount of economic development. This type of economic growth will most likely coincide with the country",opting out of trading with other countries.,participating less in world trade.,participating more in world trade.,maintaining the same level of trade.,C,"Participating more in world trade. When a country undergoes a period of economic development, it is able to produce more goods, open more businesses, and create more jobs. This directly relates to the country's participation in world trade. For example, China's rapid economic development is related to the country becoming the world's biggest trading nation. from https://ourworldindata.org/trade-and-econ-growth",Economics,2,easy
"Before you make a decision, you consider how your actions will affect your employer, coworkers, customers, and community. You are showing __________ responsibility.",social,personal,legal,ethical,A,"Social. Taking the characteristics of personal responsibility and expanding them to include consideration of your employer, coworkers, customers, and community is social responsibility. It means taking other people's needs, interests, and feelings into account and acting accordingly. It means not doing something to deliberately hurt or mislead others. Personal, ethical, and legal are types of responsibility, but none of them is the correct answer in this instance.",Emotional Intelligence,3,medium
Involving employees in the decision-making process leading up to a planned change is one way to help them become __________ the change.,rebellious against,receptive to,resistant to,reluctant about,B,"Receptive to. In general, people are much more receptive to things they had a hand in shaping. People are less likely to be resistant, reluctant, or rebellious to things if they are involved in initiating or implementing them. 10, 2021, from https://www.forbes.com/sites/forbesbusinessdevelopmentcouncil/2020/07/27/how-to-helpyour-employees-adjust-to-change/?sh=5486dce92f6f",Emotional Intelligence,3,easy
"While making a presentation to a customer, Kip used complex terms that the customer didn't understand. In this situation, effective communication was hindered due to",the use of jargon.,Kip's personal appearance.,the customer's emotional intelligence.,ongoing interruptions.,A,"The use of jargon. Effective communication requires that the receiver clearly understands the speaker's message. Jargon is a specialized language known only to a certain group of people. Different industries use jargon or terms that those who work in other industries do not always understand. When the receiver does not understand the speaker's jargon, a barrier exists that hinders effective communication. Effective communication in the example was not hindered because Kip dressed or looked unusual or because the customer lacked emotional intelligence. Ongoing interruptions, such as multiple phone calls, may hinder effective communication; however, the situation does not indicate that communication was interrupted. Retrieved August 10, 2021, from https://www.govloop.com/community/blog/jargon-is-abarrier-why-its-important-to-keep-it-simple/ Test 1247 4",Emotional Intelligence,3,medium
Which of the following is true of trust:,It creates weaker relationships.,It is only necessary at home or school.,"It exists among customers, not coworkers.",It is essential for success in the workplace.,D,It is essential for success in the workplace. Trust is the belief that someone or something is reliable. Trust is essential for success in the workplace because businesses cannot run smoothly if employees can't trust each other to complete tasks or do quality work. Trust is not just necessary at home or school. Trust should exist among coworkers. Trust creates stronger relationships.,Emotional Intelligence,3,easy
"When confronting another person about a conflict, it is important to avoid",being objective.,"using ""you"" statements.","using ""I"" statements.",listening to feedback.,B,"Using ""you"" statements. When confronting another person about a conflict, it is important to be calm and objective. The best way to do this is to approach the disagreement as a problem that you want to solve together. A technique to keep the discussion from escalating into a shouting match is by using ""I"" statements and avoiding the use of ""you"" statements. Use ""I"" statements to convey your beliefs, perceptions, and feelings. ""You"" statements tend to place blame or fault on the other person. As a result, the other person tends to become defensive and angry. It is important to listen to feedback.",Emotional Intelligence,3,easy
"Alyssa strives to come up with unique ideas, approaches, and solutions for her work group. What leadership characteristic does she demonstrate?",Authenticity,Creativity,Passion for people,Integrity,B,"Creativity. Alyssa is demonstrating creativity, the ability to come up with unique ideas, approaches, and solutions. Creativity is a vital, often overlooked, leadership trait. A leader must be able to imagine a better way of doing things and have a clear vision of the future that is not tied to the status quo. Leadership demands imagination, enthusiasm, and openness to new ideas. Integrity, passion for people, and authenticity are also important components of leadership, but in this situation, Alyssa demonstrates creativity.",Emotional Intelligence,3,hard
"If you always act ethically no matter what the situation is, you are",being consistent.,communicating clearly.,providing feedback.,following the rules.,A,"Being consistent. Being consistent means that your ethical behavior does not waver or change based on the circumstances or situation. However, being consistently ethical does not necessarily mean that you are communicating clearly, providing feedback, or following the rules.",Emotional Intelligence,3,easy
"When Trish learned that her company was switching to a new computer software program, she accepted the change and worked overtime to become familiar with the new program. Trish exhibited __________ behavior.",irresponsible,stubborn,passive,adaptable,D,"Adaptable. An adaptable person has the ability to adjust to changing conditions. To adjust to changes, a person must accept the fact that changes happen all the time under many types of circumstances. Once you accept that changes happen all the time, you learn to feel more comfortable when changes occur. In the example, Trish was adaptable because she understood that changes occur at work, and she took steps to adjust to the change by working overtime to become familiar with the new computer program. A stubborn person might resist change for a variety of reasons such as fear, contentment, or a lack of trust. Not only did Trish exhibit adaptable behavior, she exhibited assertive, responsible behavior by working to become familiar with the software.",Emotional Intelligence,3,easy
A characteristic of democratic managers is that they generally,explain the reasons behind procedures.,rely solely upon their own judgment.,encourage creative ways of doing things.,give very specific orders and instructions.,A,"Explain the reasons behind procedures. A characteristic of democratic managers is that they generally explain the reasons behind procedures. Instead of relying on their own judgment, they tend to share information and authority and to seek employee input on plans, problems, and decisions. They discuss possible solutions rather than giving specific orders. Laissez-faire managers encourage creative ways of doing things. Test 1247 5",Emotional Intelligence,3,medium
What is one reason that it is easier than ever for small businesses to engage in international trade?,Technological advances,Decreasing international middle class,Language barriers,Increased regulation,A,"Technological advances. Due to the prevalence of the internet and other technologies, it is easier for businesses of any size to engage in international trade. A rising international middle class, rather than a decreasing one, makes it easier than ever for small businesses to engage in international trade. Language barriers and increased regulation do not make it easier to engage in international trade. Retrieved August 10, 2021, from https://suppliertynews.com/2019/04/19/why-internationaltrade-is-really-important-to-small-businesses/",Entrepreneurship,3,medium
Which of the following is a type of credit card that can be used to make purchases from a variety of participating businesses:,Retail store,Bank,Hotel,Petroleum,B,"Bank. Bank credit cards can be used at any business that is affiliated with the system. This gives cardholders a wide range of businesses from which to choose. Retail store, hotel, and petroleum cards are issued by individual companies and may be used only at their facilities.",Financial Analysis,4,medium
Chandra wants to develop a personal budget. What is the first step she should take?,Establishing her goals,Estimating her income,Determining regular expenditures,Allocating income,A,"Establishing her goals. Before Chandra figures out the details of her budget, she needs to establish her goals. She can't create an effective or realistic budget unless she knows what goals she's focusing on. Estimating income, determining regular expenditures, and allocating income occur later in the budget development process. https://www.mymoneycoach.ca/cgi/page.cgi/2/article.html/Budgeting_Tips/_7_Steps_to_a_B udget_Made_Easy_",Financial Analysis,4,easy
"If Diedra wants to open a savings account to save money for her dream vacation, she should place her money in a deposit-taking institution, such as a(n)",investment bank or mortgage company.,savings and loan bank or investment bank.,commercial bank or credit union.,mortgage company or credit union.,C,"Commercial bank or credit union. Savings and loan banks, commercial banks, and credit unions are depositing-taking institutions. A credit union is a nonprofit financial cooperative set up to provide savings and credit services to its members, who own the credit union. Commercial banks offer a variety of services for consumers including checking and savings accounts, credit cards, and automobile loans. A savings and loan bank is a financial institution that offers savings accounts and makes loans to borrowers, most of which are for real estate purchases. An investment bank is a financial intermediary that underwrites securities and facilitates mergers. A mortgage company specializes in real estate (property) loans. https://portal.ct.gov/DOB/Consumer/Consumer-Education/ABCs-of-Bankingâ€”Banks-Thriftsand-Credit-Unions",Financial Analysis,4,medium
"If you are trying to create a personal budget, which of the following pieces of financial information is relevant to your purpose:",A sample budget found online,A record of your monthly income,Your employer's assets and liabilities,Your best friend's cell phone bill,B,"A record of your monthly income. If you are trying to create a personal budget, you will need a record of your monthly income to know how much you can afford to spend. Your employer's assets and liabilities, as well as your best friend's cell phone bill, are irrelevant. A sample budget may be helpful, but it is not financial information.",Financial Analysis,4,easy
"Checks, receipts, invoices, and purchase orders are examples of",financial statements.,department ledgers.,source documents.,accounting standards.,C,"Source documents. Checks, receipts, invoices, and purchase orders are examples of transaction source documents that represent a business's financial transactions. Source documents usually contain the transaction amount, the payer, the payee, the good or service being purchased or sold, etc. Financial statements are summaries of accounting information. Source documents are the inputs to the accounting cycle, while financial statements are the outputs. Department ledgers are accounting records for specific departments or areas of the business. Accounting standards are rules that accountants must follow when preparing financial statements. Test 1247 6",Financial Analysis,4,easy
What is the relationship between ethics and decision-making?,Ethical principles often conflict with the right decision.,Ethics make decision-making difficult.,Ethics are a framework for good decision-making.,Decision-making helps form ethical principles.,C,"Ethics are a framework for good decision-making. Ethics help accountants handle the difficult tasks required of them with honesty and make the right decisions in various situations. Ethics do not make decision-making difficult. Ethical principles also do not usually conflict with the right decision. Finally, decision-making does not necessarily help form ethical principles.",Financial Analysis,4,easy
