Question,A,B,C,D,Correct,Explanation,Topic,Assessment,Difficulty
Which of the following might a business experience if it failed to provide adequate consumer protection:,Personal injury,Property damage,Physical harm,Financial loss,D,"Financial loss. Businesses that fail to provide adequate consumer protection may experience financial loss caused by consumer lawsuits, government fines, defective products that cannot be sold, or unsafe products that must be removed from the market. Businesses that do not protect consumers also do not protect themselves and, as a result, may lose a significant amount of money or even go out of business. Customers may experience personal injury, property damage, or physical harm if businesses fail to provide adequate consumer protection.",Product Management,10,medium
"Recently, Joseph signed a lease for a new car. Unfortunately, Joseph was involved in an automobile accident, and the car was totaled. Because Joseph's insurance company paid out less than the payoff amount of the lease, Joseph still owes the leasing company several thousand dollars for the car. What type of insurance would have covered Joseph from this type of loss?",Comprehensive,Adaptable,Gap,Uninsured motorist,C,"Gap. The purpose of gap insurance is to cover the difference between the amount of money an insurance provider will pay for a totaled car and the remaining amount owed on the vehicle. Because the value of a vehicle depreciates quickly, the insurance provider may pay the depreciated value rather than the purchase price of the vehicle. As in Joseph's situation, this can be very costly if a large amount of money is still owed on an unusable vehicle. Comprehensive insurance pays for vehicle repairs that result from situations such as fire, hail, vandalism, and theft. Uninsured motorist insurance pays for costs associated with driver and passenger injuries and/or vehicle damages that are caused by uninsured, underinsured, or hit-and-run drivers. Adaptable is not a type of insurance. 2020, from http://www.nolo.com/legal-encyclopedia/gap-insurance-car-do-you-30132.html",Professional Development,10,hard
"In addition to basic homeowner's insurance coverage, insurance agents whose clients live in flood or earthquake zones might suggest that they purchase",optional perils endorsements.,rental unit coverage.,limited-term riders.,assisted living coverage.,A,"Optional perils endorsements. Some homeowners live in areas that are prone to earthquakes or floods. Because basic homeowner insurance policies do not cover these types of incidents, insurance agents might encourage clients living in high-risk areas to purchase optional perils endorsements. Optional perils endorsements (riders) are provisions that clients can add to their basic homeowner insurance policies to increase their protection from losses associated with certain risks, such as earthquakes and floods. Rental unit coverage is a provision that covers a dwelling that an owner rents to others for certain time frames, such as a condominium that is located in a resort or recreational area and is rented by vacationers. Term insurance is a type of life insurance that provides financial protection to the insured's beneficiaries for a certain time frame. Assisted living insurance is an insurance rider that protects the personal property of a family member who is placed in a care facility, such as a nursing home. October 27, 2020, from https://www.thebalance.com/homeowners-insurance-peril-2645726",Professional Development,10,medium
Joelle and her husband have agreed that she will receive the proceeds of his life insurance policy when he dies. Joelle is her husband's,dividend.,underwriter.,annuity.,beneficiary.,D,"Beneficiary. A beneficiary receives the benefits of a life insurance plan after the holder's death. An underwriter is a person who reviews the application for insurance and decides if the applicant is acceptable and at what premium rate. An annuity is a contract that provides a periodic income at regular intervals, and a dividend is a yearly payment given by an insurance company to a policyholder when the company's operating expenses in a given year are better than expected. from http://www.iii.org/article/what-beneficiary",Professional Development,10,easy
Jane is considering whether or not to hire Mateo to be her financial advisor. Which of the following is the best question for Jane to ask to help her negotiate a lower fee from Mateo:,"""Why do I have to pay fees?""","""What is the lowest price you can give me?"" D. ""What can you offer that no one else can?""","""What prices do your competitors offer?""",,D,"""What can you offer that no one else can?"" When negotiating the terms of a sale or agreement, it is a good idea to use leverage and determine what value the other person has to offer. Jane can determine what value Mateo is willing to addâ€”including a lower feeâ€”by asking him what sets him apart from competitors. Asking for the lowest price, competitors' pricing, or why she needs to pay fees is not as likely to give Jane the negotiating leverage she needs to obtain a lower fee. Retrieved October 28, 2020, from https://www.thestreet.com/personal-finance/yes-you-cannegotiate-fees-with-your-financial-advisor-13864666",Selling,10,easy
Ownership investments are ideal for investors who are,just beginning to invest.,risk-averse.,close to retirement.,risk-tolerant.,D,"Risk-tolerant. Ownership investments generally carry more risk than lending investments. Therefore, they are ideal for risk-tolerant investors rather than risk-averse investors. Ownership investments may or may not work for those just beginning to invest or those close to retirementâ€”it just depends on the situation.",,1,easy
What is the main reason for treating saving money in a bank account like a fixed expense in a personal budget?,So that you save money regularly,So that money can earn more interest,To pay expenses and bills on time,To pay for financial emergencies,A,"So that you save money regularly. To reach savings goals, it's important to treat saving money like a fixed expense so that it occurs on a regular basis. A savings fund can be used to meet financial emergencies and to earn interest, but neither are the reason for treating savings like a fixed expense. Paying for expenses and bills on time is not a reason for treating savings like a fixed expense. recommend it to just about anyone. Retrieved August 30, 2023, from https://www.businessinsider.com/personal-finance/money-saving-tip-treat-as-expense-2019-3",,1,easy
Which of the following is a challenge that entrepreneurs often face:,Tax breaks,Increased resources,Potential financial loss,Extra vacation time,C,"Potential financial loss. Entrepreneurs face the possibility of uncertain income, irregular paychecks, and potential financial loss. Increased resources and tax breaks are opportunities for would-be business owners. Entrepreneurs do not usually have extra vacation time; instead, they may have to work long hours and give up vacation time.",,1,easy
"Kia wants to buy a bike. She researches information about different models and finds the following review on a website called Ben's Bike Blog for the FreeStyle 9000: â€œI love this bike so much! It is the best model I have found for my needs. No need to look anywhere else for a bike you will enjoyâ€”contact me if you would like to learn more.â€ After looking through the website, Kia realizes that Ben sells this model of bike. This website possibly demonstrates",bias.,liability.,fraud.,reliability.,A,"Bias. Bias is an inclination to have a certain perspective in favor or against a person, group of people, or thing. Because Ben sells the bikes, he could have a favorable bias toward the FreeStyle 9000; he stands to benefit from their sale. Reliability is how consistently a product performs over time. Fraud is a deception purposely carried out to secure unfair or unlawful gain. Liability is a debt, usually money, that the business owes. This scenario does not give enough information to suggest reliability, fraud, or liability. August 30, 2023, from https://reviewgrower.com/online-review-bias/",,1,hard
Workers should learn to be adaptable as they move through their careers because,the marketplace tends to stabilize over time.,businesses hire employees who are set in their ways.,they show employers that they are satisfied with the status quo.,the business environment is always changing.,D,"The business environment is always changing. Being adaptable means that you are able to accept and deal with changes as they occur. The marketplace is always changing, so businesses must be able to adapt to accommodate the markets' needs and wants. For the business to adapt to these changes, it must employ workers who are willing to adapt to change. Employees who can adapt to change are willing to learn new skills, take on additional responsibilities, and handle new challenges, which makes them desirable employees because they are not set in their ways or satisfied with maintaining the status quo. August 31, 2023, from https://www.indeed.com/career-advice/career-development/adaptabilityskills PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 2",,1,easy
Many businesspeople are required to take continuing education classes to,supplement their existing income.,maintain their professional certifications.,improve their standard of living.,demonstrate their emotional intelligence.,B,"Maintain their professional certifications. Many professionsâ€”accounting, finance, medical, and educationâ€” require certification to work in their fields. Because these fields are always changing, workers are required to update their knowledge and skills to maintain their certifications. Continuing education often involves taking classes and attending seminars and workshops. Professionals are not required to take continuing education classes to improve their standard of living, demonstrate their emotional intelligence, or supplement their existing income. 2023, from https://professional.dce.harvard.edu/blog/why-is-professional-development-important/",,1,medium
Which of the following is a disadvantage of investing in a savings account:,The rate of return doesn't keep up with inflation.,A minimum balance is required to keep the account active.,You must pay a penalty for withdrawing your money early.,There is a high potential for loss. PERSONAL FINANCIAL LITERACY EXAM 2,A,"The rate of return doesn't keep up with inflation. Savings accounts earn low rates of returnâ€”usually not even enough to keep up with inflation. This causes the investor's money to lose buying power. Savings accounts do not require a minimum balance or incur penalties for withdrawing money early. Savings accounts are very lowrisk investments, especially since they are insured by the FDIC.",,1,medium
Which of the following is a disadvantage of using cash as a form of financial exchange:,The risk of theft decreases.,It is easy to steal or lose.,Cash payments often incur fees.,There is a higher risk of fraud.,B,"It is easy to steal or lose. Cash, more so than other forms of financial exchange, is easy to steal or lose. Carrying a large amount of cash on you places you at a higher risk for theft. Cash payments do not incur fees the way that some other forms of payment sometimes do. There is a relatively low risk of fraud with cash. August 29, 2023, from http://smallbusiness.chron.com/advantages-disadvantages-way-customerspay-businesses-22024.html",,1,easy
An advantage of using cash as a payment method is the fact that,there are no security benefits.,it is inconvenient.,there are no hidden fees.,it helps build credit.,C,"There are no hidden fees. An advantage of using cash as a payment method is the fact that there are no hidden fees. Disadvantages of using cash are that it can be inconvenient to carry cash, it does not help build credit, and there are no security benefits if it is stolen or lost. Paying solely with cash means not taking on debt, as you can only spend as much cash as you have. August 29, 2023, from https://moneyfit.org/different-payment-methods",,1,easy
"Daniel works as a marketing strategist at a digital marketing agency, where he earns a yearly __________ in compensation for his work.",interest,dividend,inheritance,salary,D,"Salary. Salaries are money payments for labor. As a marketing strategist, Daniel receives money payments for his labor in the form of a yearly salary. A dividend is a sum of money paid to an investor or stockholder as earnings on an investment. An inheritance is money or other items of value that are passed from one person to another upon an individual's death. Interest is a money payment for the use of borrowed money. 2023, from https://www.investopedia.com/terms/i/income.asp PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 3",,1,medium
"Molly and Tim have just had their first baby, Tommy. On top of their other financial considerations, such as saving for their retirement, they will now have to start saving and investing for Tommy's",life insurance.,college education.,retirement.,health insurance.,B,"College education. Most new parents begin saving for their children's college education after they are born, but some begin earlier. Tommy will likely have to pay for his own retirement and life insurance. As soon as he is born, Tommy will likely be put on his parents' health insurance until he can afford his own. August 30, 2023, from https://money.usnews.com/money/personal-finance/articles/ways-to-savefor-your-childs-college-education",,2,medium
Rita is looking for an easy-access bank account that she can use to earn interest on the money she receives from her part-time job. She hopes to use the account to put money aside for her future college expenses. Which account type best fits Rita's needs?,Money market account,Checking account,Certificate of deposit (CD),Savings account,D,"Savings account. A savings account allows you to earn interest on money you've put aside for the future. Savings accounts are generally easy to access, meaning you can deposit and withdraw money at your convenience. A savings account would best fit Rita's needs as described in this example. A certificate of deposit allows you to invest money at a set interest rate for a set amount of time. A CD would likely not work for Rita since she would not be able to access the money while it is being invested. A money market account is similar to a savings account; however, they require the user to maintain a higher balance to avoid a monthly service fee. Rita's part-time job earnings probably would not meet the requirements for a money market account balance. A checking account is an easy-access account for daily transactions. Most checking accounts do not offer interest earnings and so would not be appropriate for Rita in this example. https://www.wellsfargo.com/financial-education/basic-finances/manage-money/options/bankaccount-types/",,2,easy
What is a guideline to follow when completing a loan application?,Use overly large letters to make the application easy to read.,Use all uppercase letters when completing online applications.,Present yourself in a positive light but be honest.,Leave questions blank when they don't apply to you.,C,"Present yourself in a positive light but be honest. Your loan request will be denied if the lender finds out that you provided false information on the application; therefore, honesty is the best policy when applying for loans. You can present yourself positively by writing notes or comments to clarify questionable points on the application. Online applications should be completed with upper- and lowercase letters. All questions should be answered. If a question does not apply to you, write N/A on the form. Use of overly large letters will cramp the information into the spaces provided, thereby making it difficult to read the completed application. from https://www.gobankingrates.com/loans/mortgage/why-mortgage-was-denied/",,2,medium
"Eric goes to the bank for a loan for his small business. He has had three businesses in 10 yearsâ€”the first two failed. Joan also goes to the bank for a loan for her small business, which has been open for 10 years and has had steady success. The banker would probably decide to charge __________ a __________ interest rate.",Joan; higher,Eric; higher,both; high,both; low PERSONAL FINANCIAL LITERACY EXAM 3,B,"Eric; higher. Eric has a worse record than Joan in terms of success in business, so he would receive a higher rate on his loan because he is a riskier investment for the bank. Joan is a more solid investment, so she would receive a lower interest rate. The bank would not charge Joan a high interest rate because she is a solid investment. The bank would also not charge Eric a low interest rate because of the risk associated with the repayment of his loan. rate? Retrieved August 29, 2023, from https://www.experian.com/blogs/ask-experian/what-factorsdo-lenders-consider-when-determining-my-interestrate/#:~:text=Lenders%20consider%20your%20credit%20score, terms%20play%20a%20role%20too PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 4",,2,hard
What is the key reason that credit is used so widely by consumers and businesses?,Credit allows consumers to stretch their spending beyond the actual limits of income.,Credit allows consumers and businesses to purchase major products without paying for them.,Credit allows consumers and businesses to purchase goods and services when they are needed.,Credit allows new employees and new businesses to purchase items before income levels out.,C,"Credit allows consumers and businesses to purchase goods and services when they are needed. Credit is the arrangement by which businesses or individuals can purchase now and pay later. Credit enables people to purchase when products are needed and pay for them over a period of time, which is the key reason that credit is used. Credit is not a factor in leveling out income. Ultimately, income must pay for the credit purchases and cannot be stretched. Credit must be repaid.",,2,easy
Which of the following is a tax on employment:,Excise tax,Payroll tax,Property tax,Sales tax,B,"Payroll tax. A payroll tax is a tax on employment, paid by both employers and employees. In the U.S., payroll taxes become trust funds for Social Security and Medicare. Excise taxes are taxes on products such as gasoline and alcohol; they are built into the productâ€™s overall price. Property tax is a tax on property an individual or business owns, usually real estate. Sales tax is a tax on retail purchases.",,2,easy
What do people usually take into consideration when identifying occupations that they want to pursue in life?,Natural talent,Social attitude,Mental health,Personal conduct,A,"Natural talent. Aptitudes are natural talents or abilities for learning specific skills. People usually consider their natural talents when identifying occupations, because their abilities are an indication of what type of work they will be able to do the best and enjoy the most. For example, a person with good hand skills who has the ability to attractively combine colors and materials might consider a career in design or visual merchandising. Mental health is a person's soundness of mind. Personal conduct is the way a person behaves. Social attitude is a person's point of view about society. from https://work.chron.com/job-using-talents-13361.html",,2,medium
Kit isn't sure whether she wants to become a nurse or a teacher. What kind of information could she find in career-information guides to help her make a decision?,Her own aptitude for nursing and teaching,Networking opportunities with nurses and teachers,The expected salaries of nurses and teachers,A firsthand account from a nurse and a teacher,C,"The expected salaries of nurses and teachers. Career-information guides include specific information and statistics about jobs, including training required, working conditions, earnings, and prospects. However, a career-information guide would not necessarily include a firsthand account from a nurse or a teacher; Kit could set up a meeting to gain that information. A career-information guide would not include Kit's own aptitudes; she would need to take an aptitude test for that. Finally, a career guide would not necessarily include opportunities for networking. Kit would need to seek out those opportunities on her own. http://jobs.stateuniversity.com/pages/56/Getting-Job-SOURCES-CAREER-INFORMATION.html",,2,medium
"Whenever Lucas goes to the dentist, he is responsible for paying 25% of the total bill. His dental insurance pays for the rest of each bill. The portion that Lucas pays is a(n)",deductible.,indemnity.,copayment.,premium.,C,"Copayment. A copayment, also known as a copay, is a set amount that a policyholder is responsible for paying when s/he sees a doctor, dentist, or other health care provider, while their health insurance company pays for the remainder of the bill. A premium is a fee paid to an insurance company for providing insurance protection. A deductible is the amount of money a person pays before their insurance begins to pay for expenses. Indemnity insurance protects the policyholder against significant damages or financial loss. 2023, from https://www.investopedia.com/ask/answers/051415/what-difference-between-copayand-deductible.asp PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 5",,2,easy
How can you protect yourself from phishing attacks trying to steal your identity?,Strengthen your passwords.,Be suspicious of unsolicited phone calls.,Monitor your credit card statements.,Keep your mail safe from thieves.,B,"Be suspicious of unsolicited phone calls. Phishing refers to calls or emails used by thieves to gather personal information to steal your identity. When thieves use stolen mail, credit card information, or passwords to steal your identity, it is not considered an act of phishing. tips. Retrieved August 30, 2023, from https://www.nerdwallet.com/article/finance/how-to-preventidentity-theft",,2,easy
Which of the following items are most likely to impact the cost of using credit:,Paycheck and interest rate,Loan length and lender,Interest rate and loan length,Lender and paycheck PERSONAL FINANCIAL LITERACY EXAM 4,C,"Interest rate and loan length. Interest is the fee the lender charges the borrower for the use of the money, and the interest rate is the percentage figure used in calculating interest charges. The amount of interest is calculated by multiplying the amount of money being borrowed (the principal) times the interest rate times the length of time for which the loan is made. The length of time borrowers use to pay off loans plays an important role in determining the costs of credit. The faster a loan is repaid, the less interest is charged. Paychecks and lenders do not typically impact the cost of using credit.",,3,easy
What type of skills often makes it easier for employees to move up the career ladder?,Intangible,Transferable,Compatible,Negotiable,B,"Transferable. Transferable skills are those that can be used in more than one job. Employees who have transferable skills are often able to move up the career ladder because they have the skills necessary to handle different jobs. For example, employees who have good communication skills or management skills may be promoted because those skills are important in higher levels in a business. Also, they need less training to do their jobs because they already possess these skills. Compatible, intangible, and negotiable are not types of skills. August 31, 2023, from https://www.indeed.com/career-advice/resumes-cover-letters/transferableskills",,3,easy
"To determine an individualâ€™s insurance __________, an insurance company will consider a variety of factors, including age, gender, medical history, and occupation.",agent,premium,deductible,copay,B,"Premium. An insurance premium is a fee paid to an insurance company for providing insurance protection. Insurance companies determine this fee by evaluating many factors relating to the customer to properly account for risk. These factors include age, gender, medical history, and occupation. An insurance copay is a flat fee that an individual pays for a covered health-care service. This fee varies depending on the insurance plan, but it is normally a set fee that is not determined by an individualâ€™s personal characteristics or history. An insurance deductible is the amount a customer must pay for medical services before their insurance company begins sharing the cost. The deductible amount is normally determined by the individual covered by the plan, and not by the insurance company. An insurance agent is a person who sells insurance policies. They are not typically assigned to a specific individual, nor are they typically assigned based on the individual's age, gender, medical history, or occupation. from https://www.cigna.com/knowledge-center/copays-deductibles-coinsurance PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 6",,3,hard
Employees who want to enhance their careers and progress through the management ranks should develop their,job expectations.,leadership skills.,artistic abilities.,social contacts.,B,"Leadership skills. Leadership is the ability to guide or direct the actions of others in a desired manner. Employees who want to progress through the ranks of management should develop their leadership skills because they will be expected to supervise and lead their subordinates. Employees who demonstrate good leadership skills often are given more responsibility and authority over others. Employees who want to enhance their careers often develop their professional contacts rather than their social contacts. Job expectations are what employees hope to accomplish or achieve in their careers. Employees do not need to develop their artistic abilities in order to progress through the management ranks. August 31, 2023, from https://www.indeed.com/career-advice/resumes-cover-letters/leadershipskills",,3,easy
"To save some money to buy a used car for college, Tim placed $1,650 in a savings account and did not add to or withdraw money from the account for a year. At the end of the 12-month period, Tim had $1,722.08 in his savings account. What was the rate of return on the savings account?",4.60%,4.40%,3.70%,3.50%,B,"4.4%. To determine the rate of return (percentage of interest earned), first subtract the deposit amount from the amount of money in the savings account at the end of the year, which indicates the amount of interest earned in dollars ($1,722.08 - $1,650 = $72.08). Then, divide the amount of interest earned in dollars by the original deposit amount to obtain the rate of return as a percentage ($72.08 Ã· $1,650 = .0436, which rounds to .044 [4.4%]). 2023, from https://www.nerdwallet.com/article/banking/how-to-calculate-interest-in-a-savingsaccount#:~:text=You%20can%20calculate%20the%20simple,earn%2C%20not%20 money%20you%20pay.",,3,medium
How can you easily and automatically track your bank account withdrawals and deposits?,Save your receipts and compare them to your bank statement.,Organize your financial paperwork.,Make a list of all of your bills and when they are due.,Use a mobile banking or budgeting app.,D,"Use a mobile banking or budgeting app. Technology has made it easy to automatically track your financial transactions and access records of your financial activity. You can connect these apps to your bank accounts, and they will track everything for you. Saving your receipts and comparing them to your bank statement is not an automatic way to track withdrawals and deposits. Organizing your financial paperwork is a good idea, but it is not related to easily and automatically tracking your withdrawals and deposits. Making a list of all of your bills and when they are due is also a good idea, but it is not automatic. 2023, from https://www.businessinsider.com/personal-finance/best-budgeting-apps",,3,medium
"Nala, who is preparing a personal budget, is determining her fixed and variable expenses. Which of the following is most likely to represent a fixed expense:",Gasoline,Electric bill,Groceries,Car payment,D,"Car payment. Car payments are typically set up as a fixed monthly payment amount. Electric bills can vary depending on the amount of energy used. The amount spent on groceries can vary greatly depending on the types of food purchased. The amount spent on gasoline would vary depending on the amount of travel. expenses. Retrieved August 30, 2023, from https://files.consumerfinance.gov/f/documents/cfpb_building_block_activities_differentiating-fixedvariable-expenses_guide.pdf PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 7",,3,medium
"When considering employment opportunities, it is important to remember that each career option varies in terms of earning potential, skills, and __________ requirements.",gender,health,educational,intensity PERSONAL FINANCIAL LITERACY EXAM 5,C,"Educational. Some positions require a person to obtain more education and training than others. For example, in some countries, a person must go to a four-year college and then to law school to become a lawyer. Other positions require extensive technical or vocational training. In general, gender, intensity, and health requirements are not primary factors when considering different factors that affect career options and selection. 2023, from https://www.thebalancecareers.com/educational-requirements-for-employment-2059799",,3,hard
"On his way home from work, Jason stops at the gas station to buy a magazine and a pack of gum. The magazine and gum are examples of __________ expenses.",nonessential,essential,variable,fixed,A,"Nonessential. The gum and the magazine are extras and, therefore, nonessential. An example of an essential expense would be paying the rent or car loans. Rent and car loans are also examples of fixed expenses. Variable expenses are also essential expenses, but they vary from month to month. Some examples are heating and electric bills and gasoline. August 30, 2023, from https://pocketsense.com/identify-essential-nonessential-expenses12211191.html",,3,easy
"Abbie just graduated from college, moved to a new apartment, started a new job, and has no dependents. She makes enough money to cover her living expenses, but she also needs to save enough to",cover medical expenses.,invest in the stock market.,support beneficiaries.,retire within a few years.,A,"Cover medical expenses. As a young professional, Abbie's financial needs include her living expenses. Abbie also needs to save enough to cover medical expenses, which can be unexpected and costly. At Abbie's stage of life, she does not need to retire within a few years or support beneficiaries. While investing is a good way to grow one's money, there are many other investment options besides the stock market. 2023, from https://www.investopedia.com/articles/personal-finance/100516/setting-financial-goals/",,3,easy
"Parker decided to create an Instagram account to share pictures of nature he takes with his new camera. To create a strong and secure online password for his account, Parker should",use his personal information.,keep it short in length.,reuse a password from another website.,make his password a nonsense phrase.,D,"Make his password a nonsense phrase. To create a strong and secure online password for his account, Parker should make his password a nonsense phrase. A secure password is one that cannot be easily guessed by others. If Parker's letter combinations in his password are not in the dictionary, in published literature, or grammatically correct, it will be harder for others to guess. Using numbers, symbols, uppercase letters, and lowercase letters can also make it more secure. A secure password is one that is long, one that does not contain personal information (such as a birthday, anniversary, pet name, etc.), and one that is not reused from another website. Retrieved August 30, 2023, from https://www.mentalfloss.com/article/504786/8-tips-make-yourpasswords-strong-possible",,4,easy
"Philip needs a car to drive to his new job, but he does not have enough cash in his savings account to cover the cost yet. Philip's situation shows why",credit is a marketing-information tool.,saving money is not an effective practice.,it is a good idea to build a strong credit rating.,credit is often necessary to make large purchases.,D,"Credit is often necessary to make large purchases. For most people, it is difficult to pay cash for large, expensive items, especially when just starting a new job, as in Philip's case. Paying with credit can help Philip buy the car he needs. It is a good idea to build a good credit rating, but Philip's situation is not specifically an example of this. Philip's situation is not an example of how saving money is not an effective practice. It is also not an example of how credit is a marketing-information tool. PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 8",,4,easy
"Gabriella is writing a professional report about the trends occurring in a specific industry. What source would provide Gabriella with the most relevant, up-to-date information?",Online message boards,Archived government periodicals,Mailing lists,Trade publications,D,"Trade publications. Trade publications are reliable sources of information for various professions (e.g., human resources) and industries (e.g., restaurant). Many professions and industries publish magazines and periodicals on a weekly or quarterly basis. Online articles are often available on a trade or professional organization's website. Online message boards and mailing lists may not provide the most relevant, accurate, or up-to-date information. Government periodicals may provide relevant information; however, archived information is usually older rather than up-to-date. https://www.openpr.com/wiki/trade-publication-definition",,4,medium
Sam's family has just had a baby. What should Sam do with his financial plan?,Continue to follow his plan as he has been,Submit a copy of the plan to be notarized,Reassess the plan and modify it as needed,Create a completely different plan from scratch,C,"Reassess the plan and modify it as needed. As much as we want to make a plan and stick to it, that isn't always possible when life constantly changes. That means the plan needs to receive modifications occasionally, especially when a big life event happens like having a baby. Financial plans do not need to be notarized. The new family member might render the original plan inaccurate or unfeasible. It might not be necessary to create a completely different financial plan from scratch when some modification to the original plan will suffice. https://www.thebalancemoney.com/the-steps-of-financial-planning-2466498",,4,easy
Which of the following is most likely to be an unwise purchase to make using credit:,A car,A house,A hot tub,An education PERSONAL FINANCIAL LITERACY EXAM 6,C,"A hot tub. Credit is the arrangement by which people can purchase now and pay later. Credit is often used for large purchases. Credit should be used for purchases that are necessary or provide value. For example, buying a house will give the buyer additional assets. Paying for an education will increase earning potential and represents good return on investment. Buying a car is often necessary to get to and from work, which provides compensation. Paying for a hot tub is not a wise use of credit, because it is a purchase made from a want rather than a need. http://content.moneyinstructor.com/510/using-credit-wisely.html",,4,easy
"A business is transitioning all its customer records to a digital format. When it gets rid of the old paper records, it should shred the documents to prevent",identity theft.,data inaccuracy.,hacking.,loss of market share.,A,"Identity theft. Identity theft is the fraudulent acquisition and use of a person's private identifying information (e.g., name, Social Security number), usually for financial gain. Paper records that are thrown away can be a source of personal information. If a company does not shred old paper records, those records could be stolen, leading to identity theft. Shredding customer records does not prevent hacking, loss of market share, or data inaccuracy. https://smallbusiness.chron.com/prevent-identity-theft-business-4017.html PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 9",,4,easy
"Rossi is buying a new computer for $363 with his credit card. The credit card has a rate of 24% and uses an adjusted balance method to calculate interest. The credit card company begins charging interest on Rossi's purchase during the first billing period. If Rossi makes a payment of $200 for the first billing period and pays the remaining amount for the second billing period, how much total interest will Rossi pay?",$12.31,$14.52,$10.67,$7.26,C,"$10.67. Credit card companies using the adjusted balance method to charge interest only charge it on the principal balance that remains each month. To calculate how much total interest Rossi will pay during the initial two billing periods, first calculate the monthly interest rate by dividing the APR by the number of months in a year (24% [or 0.24] / 12 = 0.02). Then, multiply the monthly interest rate by the principal amount to determine the amount of interest charged for the first month (0.02 X $363 = $7.26). For the following month, you first need to determine the new principal amount. Subtract the interest amount charged during the initial month from last month's repayment to determine the payment amount applied to the principal ($200 âˆ’ $7.26 = $192.74). Next, subtract the payment amount applied to the principal amount at the end of the first month from the original balance to determine the new principal amount to be charged interest for the second month ($363 âˆ’ $192.74 = $170.26). Calculate the interest charged for the second month (0.02 X $170.26 = $3.41). Add together the interest paid each month to determine the total interest Rossi will pay during the first two billing periods ($7.26 + $3.41 = $10.67). from https://www.creditkarma.com/credit-cards/i/how-does-credit-card-interest-work/",,4,hard
Which of the following institutions benefits individuals and groups by channeling funds from savers to borrowers:,Nonprofit organizations,Banks,Income-tax preparers,Property holders,B,"Banks. Banks and other financial institutions function as a conduit between those who wish to save money (and earn interest) and those who need to borrow it (and are willing and able to pay interest). Property holders are the owners of property, such as buildings or land. While some nonprofit organizations deal with saving and borrowing, that is not the definition of nonprofit, which means the organization's revenue goes to support the organization's mission. Income-tax preparers calculate taxes for clients. https://www.economicshelp.org/blog/glossary/banks/",,4,medium
Rasheed is interested in investing in a higher risk mutual fund. What type of mutual fund should he put money into?,Stock fund,Balanced fund,Money market fund,Bond fund,A,"Stock fund. A stock fund, also known as an equity fund, is a pool of shareholders' money invested in different types of stocks. Because stock markets can be volatile, stock funds also carry greater risk. A bond fund is a pool of shareholders' money invested in bonds. A bond fund is generally more stable than a stock fund. A money market fund is a pool of shareholders' money that is invested in securities over a short amount of time. They are low risk because of the short time frame. A balanced fund, which is a mixture of stocks and bonds, is lower risk because of the diversification of the fund. https://www.thebalance.com/the-three-general-types-of-mutual-funds-3025628",,4,medium
An individual with a higher income who pays a larger percentage of their income as taxes than an individual with a lower income is in a __________ tax system.,regressive,flat,progressive,proportional,C,"Progressive. In a progressive income tax system, those who have a higher income pay a larger percentage of their income to the government. In a regressive tax system, those who have a higher income pay a comparatively smaller percentage of their income as tax than those who have a smaller income. In a proportional tax system, all individuals of all incomes pay the same proportion of their incomes to the government. In a flat tax system, all individuals pay the same amount to the government regardless of their income. PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 10",,4,hard
What behavior is exhibited when an individual recognizes the possibility of an undesirable outcome and continues to work toward a goal?,Flexibility,Self-discipline,Risk taking,Creativity PERSONAL FINANCIAL LITERACY EXAM 7,C,"Risk taking. Risk taking refers to the understanding and acceptance of not knowing the outcome of one's actions or circumstances. Flexibility refers to the ability to adapt to changes as they occur. Self-discipline is the ability to train yourself to act in ways that will further your goals. Creativity is the ability to generate unique ideas, goods, or services.",,5,hard
"Kelly saved her money for two years to buy a car she wanted. Soon after, Kelly started saving for an expensive stereo. Kelly's desire for more illustrates the concept that people's wants are",noneconomic.,competing.,varied.,unlimited.,D,"Unlimited. Wants are considered unlimited because when one want is satisfied, there is at least one other waiting to take its place. Competing wants exist when people want more than one thing at a time and often must choose what they want more. Wants vary because, just as people are different, so are the things they want. Noneconomic wants are wants that can be satisfied without spending money.",,5,easy
Why should an investor who wants to actively trade their investment choose an ETF instead of a mutual fund?,Mutual funds don't allow intraday trades or short selling.,Mutual funds are not professionally managed.,ETFs don't provide any access to small industries or niche markets.,ETFs don't allow intraday trades or short selling.,A,"Mutual funds don't allow intraday trades or short selling. An investor who desires to actively trade their investments should choose ETFs, because ETFs allow them to use intraday trades, limit orders, and sell short. These types of actions are not possible with mutual funds that cannot be traded during open stock exchange hours; instead, their price is set at the end of each trading day. ETFs provide more access to small industries or niche markets than mutual funds typically do. Both ETFs and mutual funds are professionally managed portfolios containing a mix of stocks, commodities, and/or bonds. from https://www.investopedia.com/articles/exchangetradedfunds/08/etf-mutual-fund-difference.asp",,5,medium
