Question,A,B,C,D,Correct,Explanation,Topic,Assessment,Difficulty
"Ashley owns a small hardware shop. Every month, she reviews her inventory lists to see which products are popular and which are not. Using this information, Ashley is able to order the appropriate amount of each product for her store. This is an example of the importance of",ignoring inventory when ordering.,over-purchasing certain products.,stocking a diverse array of products.,monitoring internal records.,D,"Monitoring internal records. Monitoring internal records for business information is an important practice for business owners. By tracking records such as inventory, business owners can gain valuable business information such as which products are doing well and which products are less popular. This example demonstrated the importance of monitoring internal records, not over-purchasing certain products, stocking a diverse array of products, or ignoring inventory when ordering. control? Retrieved August 25, 2020, from https://www.lindsayandbrownell.com/internalcontrol-monitoring-are-you-in-control/",Information Management,6,medium
"When a business has too much inventory on hand for an extended period of time, what type of business cost increases?",Holding,Maintenance,Production,Stockout,A,"Holding. The money it takes to keep inventory in stock is called holding cost. Holding costs include storage space, taxes, and insurance. By minimizing its holding costs, a business is taking steps to reduce its overall operating costs. Maintenance costs are expenses associated with the upkeep of the business's facility and equipment. Production costs are expenses associated with the creation of goods and services. Stockout costs are associated with running out of needed inventory and are considered in terms of lost money and sales, lost productivity, and lost customer satisfaction.",Operations,6,easy
"Using a locked mailbox, implementing a â€œlast person outâ€ policy, and numbering building keys are all examples of policies and procedures designed to",determine which employees can and can't be trusted.,prevent employees from stealing from the workplace.,foster a positive workplace culture for employees.,maintain the physical security of a workplace.,D,"Maintain the physical security of a workplace. Maintaining the physical security of the workplace is important for businesses of all shapes and sizes. Using a locked mailbox, implementing a â€œlast person outâ€ policy, and numbering building keys are all ways that companies can keep their workspaces secure. Using a locked mailbox protects sensitive company information from being stolen or damaged. A â€œlast person outâ€ policy ensures that the workplace is shut down properly and securely at the end of each workday. Numbering building keys helps companies keep track of their keys and prevent them from being copied. These policies and procedures are not designed to prevent employees from stealing from the workplace, foster a positive workplace culture for employees, or to determine which employees can and can't be trusted. environment August 25, 2020, from https://nevadasmallbusiness.com/keep-workplace-safe-and-secure/",Operations,6,medium
Molly purchases raw materials for a factory that changes the shape or appearance of those materials through a process known as,transformation.,affirmation.,specification.,negotiation.,A,Transformation. To transform something means to change its shape or appearance. An affirmation is a positive statement about a present or desired strength. Specifications are standards or requirements that are established and described in detail prior to purchasing a good or service. Negotiation is the process of one party reaching an agreement with another party to meet specific needs and wants.,Operations,7,easy
"Calculate the percentage of deliveries made on time if a business placed 160 orders within a six-month period, and 144 of the orders arrived within the desired time frame.",85%,90%,75%,80%,B,"90%. Businesses evaluate their vendors to determine how well they are performing. If a vendor is performing lower than a business expects, then the business can take corrective action. One measure that a business considers is delivery times. To determine the percentage of orders that were delivered on time, divide the number of orders delivered on time by the number of orders placed (144 / 160 = .90 or 90%). 2020, from https://www.lumatrak.com/scoring-supplier-on-time-delivery-best-practice/",Operations,7,medium
When is it more economical for a business to lease rather than to buy a facility?,When mortgage money is plentiful,When interest rates are low,When credit standing is high,When available cash is limited,D,"When available cash is limited. Many new businesses have limited amounts of cash available to cover the costs of purchasing property, which usually include a down payment, closing costs, taxes, etc. On the other hand, the initial cash expense for leasing is often limited to a security deposit and the first rent payment. When cash is limited, it is usually more economical for businesses to lease rather than buy a facility because it saves them money. If businesses have sufficient cash, it is more economical in the long run for them to buy rather than lease, especially when interest rates are low, their credit standing is high, and mortgage money is plentiful. each. Retrieved August 25, 2020, from https://www.valuepenguin.com/smallbusiness/buying-vs-leasing-commercial-real-estate",Operations,7,easy
"If a company's sales decrease steadily over time, it might decide to control spending by",increasing stock.,reducing payroll.,monitoring investments.,adjusting interest rates.,B,"Reducing payroll. A budget is an estimation of income and expenses. Businesses use budgets to control their money. When a company has less income flowing into the business than anticipated, it often needs to adjust the budget by reducing expenses (money that flows out of the business). Sometimes, when sales drop steadily over time, the business needs to cut payroll costs, which are usually a business's highest expense. To reduce payroll expenses, the business might need to reduce employees' salaries or lay off workers. Increasing stock would increase the business's expenses, which is not an appropriate way to control spending. When a company monitors its investments, it is not actively controlling its spending. The government, rather than businesses, adjusts interest rates. https://www.wisegeek.com/what-is-budget-control.htm",Operations,7,easy
"To effectively manage a supply chain, companies should",ignore underperforming suppliers and distributors.,monitor the performance of all supply chain partners.,introduce frequent changes to the production process.,launch new products through multiple suppliers.,B,"Monitor the performance of all supply chain partners. To ensure the efficient production and distribution of products, companies should monitor the performance of all supply chain partners on a consistent basis. Companies should not ignore underperforming vendorsâ€”they should work with them to resolve the problem(s) or else replace them. Companies must be careful when introducing new innovations or changes to the production process. Introducing change too quickly can overwhelm the supply chain, resulting in failure to meet production quotas. Companies should stick with a single supplier when launching a new product in order to avoid overcomplicating the process. August 25, 2020, from http://www.enterpriseappstoday.com/supply-chainmanagement/slideshows/13-ways-to-improve-your-supply-chain-management.html",Operations,7,easy
What is Claire doing when she reviews a report that compares the purchase transactions of the company's four largest customers?,Conducting a sales analysis,Preparing a purchasing forecast,Organizing an inventory report,Analyzing service performance,A,"Conducting a sales analysis. Businesses collect information to analyze all of their business functions. Sales are typically a business's primary source of income. Businesses review many aspects of sales to analyze and compare product movement, customer activity, salesperson performance, etc. Claire is not preparing a purchasing forecast, organizing an inventory report, or analyzing service performance. http://smallbusiness.chron.com/define-sales-analysis-5258.html",Operations,7,easy
Every __________ is the result of a process.,project,activity,input,outcome,D,"Outcome. Process thinking is a philosophy that emphasizes a documented, standardized set of steps to accomplish an outcome. Every outcome is the result of a process. Activities are breakdowns of processes. Inputs go into a process, rather than being the result of a process. A project can be made up of many processes, but every project is not necessarily the result of a process. August 25, 2020, from https://tallyfy.com/process-thinking/",Operations,7,easy
An Internet and cable provider is considering whether to implement a new process that would require its customer service agents to work the phone lines for 24 hours a day instead of the previous 12 hours a day. What type of factor will most likely impact the design of this new process?,Human,Regulatory,Technological,Environmental,A,"Human. People can have a large impact on the design of a process. Stress, employee morale, and fatigue are common human factors that can influence process design. If the Internet and cable company wants to increase its customer service phone line hours, it will need to consider that its employees may not be able to take on any extra work or may become fatigued from the extra hours. Regulatory and environmental factors that affect process design include government regulations and the political or social environment surrounding a company. Technological factors include the cost of necessary equipment or technology. 2020, from https://bizfluent.com/list-7444011-factors-affect-process-design.html",Operations,7,easy
"Improved performance, reduced costs, increased profitability, and competitive advantage are most likely to be reasons why a business may choose to engage in",community outreach.,anti-harassment training.,human resources management.,business process change.,D,"Business process change. There are several reasons why a company may choose to engage in business process change, including the need to improve performance, reduce costs, increase profits, or regain a competitive advantage. These benefits are not necessarily results of anti-harassment training, human resources management, or community outreach. from https://www.thehackettgroup.com/business-process-change/",Operations,7,medium
Fostering efficiency in the production process is a goal of,managerial accounting.,supply chain management.,human resources management.,information technology.,B,"Supply chain management. A supply chain is a complex system that links manufacturers, distributers, and customers. One of the primary goals of supply chain management is to foster efficiency in the production process so that goods can be readily available for customers when they need them. This is not a primary goal of managerial accounting, human resources management, or information technology. Managerial accounting is the process of analyzing financial information to help achieve organizational goals. Human resources management is a system for overseeing and protecting all the people within an organization. Information technology refers to the maintenance and use of an organization's computer systems, software, networks, and all other technologies. Retrieved August 25, 2020, from https://www.demandsolutions.com/ds-blog/abstracts/threegoals-of-supply-chain-management-explained/",Operations,7,medium
Which of the following statements regarding the relationship between a business and its supply chain is true:,A business's supply chain has very little impact on the business's overall success.,"If a business's supply chain is poorly managed, customer satisfaction is likely to suffer.",Effective supply chain management results in lower customer satisfaction.,Supply chains with organizational problems tend to boost members' overall success.,B,"If a business's supply chain is poorly managed, customer satisfaction is likely to suffer. A business's supply chain has a large impact on the business's overall success. One of the ways that poor supply chain management can negatively impact a business is through decreasing customer satisfaction. Companies that can't effectively distribute their products to consumers will likely lose many of their customers. Effective supply chain management, on the other hand, generally results in higher customer satisfaction because products are distributed quickly and effectively. Supply chains with organizational problems tend to hurt business success, not boost it. Retrieved August 25, 2020, from https://www.conveyco.com/critical-role-supply-chaincustomer-satisfaction/",Operations,8,medium
"After Courtney finds the man's order, she lets him know it will arrive later that afternoon. He seems to be pleased, so Courtney knows she did the right thing. Which step of problem solving does this situation illustrate?",Determine possible solutions,Evaluate the solution,Define the problem,State and check assumptions,B,"Evaluate the solution. Courtney knows that her solution to the problem was the right one because the customer is satisfied with what she did, and the missing order has been tracked down. This is the last step of problem solving. She has already defined the problem, stated her assumptions, and determined possible solutions to be at the end of the process.",Professional Development,8,easy
"In a business, who is responsible for determining how much money a CEO should make?",The vice president,The previous CEO,All of the employees,The board of directors,D,"The board of directors. A company's board of directors governs its affairs and ensures that shareholders' needs are met. One of the responsibilities of a board of directors is to be responsible for hiring and compensating a company's CEO. The previous CEO, all of the employees, and the vice president are not in charge of determining how much money a CEO will make. 2020, from https://yourbusiness.azcentral.com/corporate-governance-objectives-17344.html",Professional Development,8,medium
What is a business usually better able to do when it selects a certain target market?,Eliminate ethical dilemmas,Control expenses and increase profits,Focus marketing decisions on a specific group of people,Change the variable-cost margin to quickly achieve break-even point,C,"Focus marketing decisions on a specific group of people. The purpose of identifying a target market is to narrow the market down to only those consumers who are the most likely to buy a business's product. This information is helpful in making many marketing decisionsâ€”from product development to pricing strategies. Selecting a target market will not eliminate ethical dilemmas. Selecting a target market might help a business increase profits but would not necessarily help it control expenses. Changing the variable-cost margin is an operational decision unrelated to the selection of a target market. company? Retrieved August 25, 2020, from https://smallbusiness.chron.com/identifyingtarget-market-important-company-76792.html",Market Planning,8,easy
Which of the following factors differentiates the governance structure of a small business from a large business:,The number of owners,The need for a board of directors,The impact of governance policies,The presence of investors,A,"The number of owners. Organizations of all sizes need governance, but governance structures can vary based on the size of the organization. One difference is the number of owners. A large, publicly listed corporation has many owners, while a small- or medium-sized company likely has one or few shareholders. However, the need for a board of directors does not change based on the size of the company; small companies can benefit from a board of directors as much as large companies. Furthermore, all companies are impacted by governance policies, regardless of size. Finally, organizations of any size can have investors. August 25, 2020, from http://vi.is/files/844786923Mette%20Neville%2018.02.05%20pdf.pdf",Professional Development,8,medium
Which of the following statements regarding corporate governance is true:,All companies need a board of directors to perform corporate governance.,Small organizations do not need corporate governance.,Corporate governance can benefit organizations of any size.,Large companies are better at monitoring corporate governance.,C,"Corporate governance can benefit organizations of any size. While small organizations might not have to follow the same regulations or take the same type of structured approach, they can still benefit from corporate governance. They do not, however, necessarily need a board of directors. Large companies are not necessarily better at monitoring corporate governance. https://www.investopedia.com/terms/c/corporategovernance.asp#:~:text=Corporate%20gove rnance%20is%20the%20structure,primary%20force%20influencing%20corporate%20govern ance",Professional Development,8,medium
"TRISM Co. sets an organizational goal to gain 100 new clients. To do so, each sales rep must contact five prospects per week. This is an example of",designing an organizational structure.,aligning personal goals with company goals.  D. generating new product ideas.,establishing performance standards.,,C,"Establishing performance standards. Performance standards are mechanisms used to track, monitor, and measure success. When employees have performance standards that are aligned with organizational goals, it is much more likely that the company will accomplish those goals. Contacting five prospects per week is a performance standard that is in line with TRISM Co.'s organizational goals. This is not an example of aligning personal goals with company goals, designing an organizational structure, or generating new product ideas. August 25, 2020, from https://bizfluent.com/how-5829148-set-employee-performancestandards.html",Professional Development,8,easy
"Which of the following markets is characterized by a large number of buyers and sellers, none of whom has a significant influence on price:",Monopoly,Oligopoly,Pure competition,Monopolistic competition,C,"Pure competition. Pure competition is a market in which there are a great many buyers and sellers of nearly identical products and who have very little control over pricing. Monopolistic competition occurs when there are large numbers of buyers and sellers with heterogeneous products. An oligopoly exists when there are few sellers, and entry into the market is difficult. A monopoly exists when there is one seller of a product and no close substitutes.",Pricing,8,medium
"During periods when employment is high and the nation's outlook is optimistic, selling prices of products tend to increase. This is an example of selling prices affected by",supply and demand.,economic conditions.,competition.,government regulation.,B,"Economic conditions. High employment and an optimistic outlook are characteristic of good economic conditions. When economic conditions are good, selling prices will tend to increase. Competition, government regulation, and supply and demand are other external factors that affect selling prices. consumer goods? Retrieved August 25, 2020, from https://www.investopedia.com/ask/answers/042815/which-economic-factors-most-affectdemand-consumer-goods.asp",Pricing,8,medium
What do businesses usually consider during the process of determining the initial feasibility of a new product idea?,Need for the product,Value of promotion,Complexity of the product,Type of packaging,A,"Need for the product. An important question to consider when determining the feasibility of a new idea is if there is an actual need for the product. The idea might be innovative and interesting, but if the product serves no useful purpose or has a very limited market, it may not be feasible to develop it. Businesses try to screen out product ideas that are impractical or have limited use because they will be difficult to sell. The complexity of the idea is not usually a factor because many complex products are useful, popular, and profitable. Promotion and packaging are factors that a business considers after it decides to move forward with a new product idea. 2020, from https://www.productplan.com/how-to-know-if-your-product-idea-is-a-winner/",Product Management,8,medium
Which of the following is an example of a product line:,A double cheeseburger,"Notebooks, scratch pads, and stationery",An automobile tire,"Candy, games, and shampoo",B,"Notebooks, scratch pads, and stationery. A product line is a group of related product items. Notebooks, scratch pads, and stationery are all paper products. A double cheeseburger and an automobile tire are examples of product items. A product item is an individual good, service, or idea that a business offers for sale. Candy, games, and shampoo are product items that might be part of a business's product mixâ€”the assortment of products that a business offers in order to meet its market's needs and its company's goals.",Product Management,9,easy
Marketing a lower priced version of an item in a product line under a different brand name than the higher priced version enables the business to,contract the product mix.,avoid damage to brand reputation and image.,confuse buyers resulting in negative net gain.,offset expenses of adding a new product line.,B,"Avoid damage to brand reputation and image. A downward product-mix strategy allows a lower priced product to be added to an existing line. To avoid damage to brand reputation and image, the new product may be marketed under a different brand name. The business plans to increase revenues by utilizing its experience in distribution and promotion strategies. Marketing the new product under a different brand name limits customer confusion and expands the product mix. https://smallbusiness.chron.com/product-mix-639.html",Product Management,9,easy
A business should consider eliminating a specific customer service when the service,is being used by a majority of the business's customers.,becomes essential to completing the sale of some items.,is making a larger profit than ever before.,"becomes too expensive, or no longer serves the intended purpose.",D,"Becomes too expensive, or no longer serves the intended purpose. If the service has proved profitable, management would want to continue that service as it is. When the service is being used by a great number of customers, the service should be kept, since changes might disrupt customer usage. If the service becomes an essential element in the completion of the sale of some items, the business would be unwise to alter it until that need no longer exists. Positioning/Image)",Product Management,9,easy
Internal factors that affect a company's promotional decisions include the,"product, technology, and market.",environment and market demand.,"product, its price, and distribution.","economy, distribution, and price.",C,"Product, its price, and distribution. These are considered internal factors that affect promotional decisions because they are factors within the business. The other alternatives are made up of external factorsâ€” factors from outside the business that have a bearing on promotional decisions.",Promotion,9,easy
Under which of the following circumstances is the response to direct email likely to be the highest:,The postal mail service delivers the ad on time.,The delivered ad is strictly informational in nature.,Recipients have given the advertiser permission to send the ad.,The advertiser sends out an unsolicited ad to thousands of recipients.,C,"Recipients have given the advertiser permission to send the ad. Opt-in email marketing usually has a higher response rate because the recipients have actually expressed an interest in receiving information about the business's products. People do respond to unsolicited emails but in smaller numbers than with opt-in email marketing. Direct email is not delivered via the postal mail service, but rather over computer networks. Recipients are most likely to respond to direct email that provides them an offer such as a coupon or a discount, rather than just information.",Promotion,9,easy
What is a benefit to businesses of positive word-of-mouth communication?,Decreased operating expense,Decreased advertising costs,Increased product mix,Increased sales,D,"Increased sales. Word-of-mouth communication is promotion and publicity for a business provided by customers who tell others of their satisfaction with the business. This type of positive communication often leads to increased sales for the business because it attracts new customers. When satisfied customers tell others about their positive experiences, they are encouraging others to buy from the business. This will not decrease advertising costs because the business still needs to advertise. Advertising is an operating expense. Word-of-mouth communication does not increase the product mix, which is the particular assortment of goods and services that a business offers in order to meet the needs of its market and its company goals. from https://work.chron.com/advantages-wordofmouth-marketing3567.html#:~:text=Builds%20Brand&text=Using%20word%2Dof%2Dmouth%20marketing%2 0helps%20build%20positive%20feelings%20about,company%20while%20establishing%20y our%20brand",Promotion,9,medium
What is an example of a company using a direct marketing channel?,Creating an ad that is promoted on social media,Hiring a research company to conduct marketing surveys,Advertising products in a popular magazine,Responding to customer ideas and requests via email,D,"Responding to customer ideas and requests via email. Direct marketing occurs when a company connects with the end user or customer. Hiring a research company to conduct marketing surveys, advertising products in magazines, and creating ads to promote on social media are considered indirect marketing because the company is not directly interacting with the end user. http://www.mplans.com/articles/direct-marketing-fundamentals/",Promotion,9,easy
Which of the following is a type of sales promotion that provides customers with immediate rewards:,Product displays,Mail-in rebates,Loyalty programs,Price-off deals,D,"Price-off deals. Price-off deals involve discounting the prices of goods and services for a short period of time. Because customers save money by buying the products during the sale, they receive an immediate rewardâ€”a good or service that they want or need at a discounted price. A rebate is a return of part of the price a customer pays for a good or service and usually is offered by the product's manufacturer. Loyalty programs reward repeat customers by offering incentives (e.g., free item) to maintain their loyalty to the business. Although rebates and loyalty programs provide rewards, customers must usually wait to receive them. Product displays exhibit merchandise and do not provide rewards. them). Retrieved August 25, 2020, from https://www.vendhq.com/blog/sales-promotion/",Promotion,9,easy
Which of the following is a public relations activity that involves dealing with government officials:,Advising,Lobbying,Counseling,Writing,B,"Lobbying. Many large businesses and industry organizations that are affected by government rules and regulations often use the public relations activity of lobbying to deal with government officials. Lobbying involves monitoring pending legislation, working with lawmakers to explain the industry's position, and encouraging the passage of legislation that is favorable to the industry. The goal of lobbying is to establish good relations with government to benefit the business or industry. Advising and counseling are public relations activities that involve working with management of the business. Writing is usually the responsibility of copywriters. https://www.agilitypr.com/resources/pr-glossary/public-relations-activities/",Promotion,9,easy
Which of the following is a process that weeds out defective products after they've been created:,Quality control,Quality assurance,Quality improvement,Quality command,A,"Quality control. Quality control is a process that weeds out defective products after theyâ€™ve been created. It is sometimes referred to as quality inspection. Quality assurance is an organization-wide system that businesses use to ensure that products meet quality standards; it includes quality control, but its scope is much bigger than just that. Quality improvement involves an organizationâ€™s willingness to change and adapt for the purpose of maintaining quality. Quality command is not a common aspect of quality management.",Quality Management,9,easy
Risk should be managed,through the purchase of insurance.,on a case-by-case basis.,after an incident has occurred.,as a part of business strategy.,D,"As a part of business strategy. Enterprise risk management is a plan-based business strategy that aims to identify, assess, and prepare for risks across the organization. Therefore, according to this concept, risk should be managed as a part of overall business strategy. Risk should not be managed on a caseby-case basis because it will not be unified toward supporting the business's overall goals. After an incident has occurred, it is too late to manage risks. While purchasing insurance is one way to manage some risks, it does not cover all of the risks that can affect a business. from https://www.investopedia.com/terms/e/enterprise-risk-management.asp",Risk Management,10,easy
It is particularly challenging for companies to assess external business risks because such risks are,often the result of poor corporate governance.,primarily due to factors within the company itself.,generally unpredictable and out of the companies' control.,usually predictable and in the companies' control.,C,"Generally unpredictable and out of the companies' control. External business risks such as natural disasters, economic downturns, and changes in legal regulations are generally unpredictable and out of a company's control. External business risks are the result of factors outside of a business, not the result of factors within the company itself (such as poor corporate governance). August 25, 2020, from https://www.investopedia.com/ask/answers/061015/how-do-moderncompanies-assess-business-risk.asp",Risk Management,10,medium
Stimulating demand for goods is one of the responsibilities of which of the following marketing functions:,Selling,Financing,Distribution,Risk management,A,"Selling. Skilled salespeople can create desire for new or established products through the use of planned, personalized communication. Financing is a business function that involves understanding the financial concepts used in making business decisions. Distribution is a function that is responsible for moving, storing, locating, and/or transferring ownership of goods or services. Risk management is not a marketing function.",Selling,10,medium
Which part of the business plan describes a company's pricing policies?,Situational analysis,Financial plan,Marketing plan,Segment analysis,C,"Marketing plan. A business plan is a set of procedures or strategies that outlines how a person plans to take an idea and turn it into an organized effort to produce and/or distribute goods and services. The business plan consists of three basic componentsâ€”a business description and situational analysis, a marketing plan, and a financial plan. Pricing policies are discussed in the marketing plan. Segment analysis is part of the business description and situational analysis.",Strategic Management,10,easy
The objectives that managers develop for a business to attain are also intended to serve as operating,requirements.,standards.,regulations.,guidelines.,D,"Guidelines. A business's objectives are designed to serve as guidelines for daily operating activities. Once an objective is developed, the business can design jobs and activities that will make it possible to attain the objective. Objectives are goals to be attained rather than strict standards or requirements to be met, or regulations to follow. August 25, 2020, from https://smallbusiness.chron.com/importance-setting-businessobjectives-4724.html",Strategic Management,10,easy
Which of the following is a promotion-related question that a business might ask in order to adjust its marketing mix in response to environmental changes:,Which channels of distribution will we use?,To whom should we offer discounts?,Is our product aimed at a specific market?,What laws affect our advertising?,D,What laws affect our advertising? This is a promotion-related question because advertising is a form of promotion. All businesses need to be familiar with the laws forbidding deceptive practices in advertising. Asking to whom we should offer discounts is a price-related question. Asking whether the product is aimed at a specific market is a product-related question. Asking what channels of distribution will be used is a place-related question. from https://www.tutor2u.net/business/reference/external-environment-introduction,Strategic Management,10,easy
"A business had a net profit of $76,000 last year on sales of $680,000 and this year had a net profit of $84,000 on sales of $700,000. What is the percent of increase in net profit?",1.50%,0.50%,1%,2%,C,"1%. Businesses compare their operating results from year to year to determine if their net profit is increasing, decreasing, or staying the same. In this example, first calculate last year's percent of net profit based on sales by dividing the amount of net profit by total sales ($76,000 / $680,000 = 0.111 or 11%). Then, calculate this year's percent of net profit based on sales ($84,000 / $700,000 = 0.120 or 12%). To determine the percent of increase from last year to this year, subtract last year's percent from this year's percent (12% - 11% = 1%). https://www.investopedia.com/terms/n/net_margin.asp",Strategic Management,10,easy
Key performance indicators used to assess business performance should align with the business's,corporate culture.,operating expenses.,goals and objectives.,payroll and benefits.,C,"Goals and objectives. A common way to assess the performance of a business plan is to develop and use key performance indicators. Key performance indicators are an effective way to track, measure, and improve business results. Aligning key performance indicators with business goals and objectives can help an organization stay focused on the aspects of the business that are most important to it. Key performance indicators are not necessarily aligned with a business's operating expenses, corporate culture, or payroll and benefits. from https://www.investopedia.com/terms/k/kpi.asp#:~:text=Key%20performance%20indicators% 20(KPIs)%20refer,businesses%20within%20the%20same%20sector",Strategic Management,10,medium
"Tyrone, a new employee, had to attend daily training sessions for his first two weeks on the job. He learned a lot about the company and his new role, but he didn't retain much of it over time. This example demonstrates that",training sessions are useless for most employees.,knowledge is fleeting and hard to hold onto.,learning and knowledge are the same thing.,learning doesn't always lead to knowledge.,D,"Learning doesn't always lead to knowledge. Learning and knowledge are related, but they are not the same. Learning is the process of being exposed to new concepts and skills; knowledge is the information that is internalized and mastered through learning. Unfortunately, learning does not always lead to knowledgeâ€”much of what we learn is forgotten. In this way, learningâ€”not knowledgeâ€”is fleeting. Businesses, therefore, should be mindful about how they train their employees. Training should always attempt to lead to maximum knowledge retention. Not all training sessions are useless, but many do not lead to maximum knowledge retention. you should care. Retrieved August 25, 2020, from https://www.learningsolutionsmag.com/articles/2079/the-difference-between-learning-andknowledge-and-why-you-should-care",Strategic Management,10,easy
Change management strategies often fail because,they don't include everyone in the change process.,employees dedicate too much time to the change process.,competitors have implemented the changes already.,low-level employees are given too much responsibility.,A,"They don't include everyone in the change process. Change affects an entire organization. Employees of all levels should be included and utilized in a strategy for change. Failure to include certain members of an organization in a change process can lead to distrust and low morale among those that are excluded. To be successful, change management must include everyone. Change management strategies do not generally fail because employees dedicate too much time to the change process, competitors have already implemented the changes, or low-level employees are given too much responsibility. strategies fail. Retrieved August 25, 2020, from https://www.forbes.com/sites/brentgleeson/2016/12/07/leading-change-6-reasons-changemanagement-strategies-fail/#3b3a8e915d9e",Strategic Management,10,medium
"After being fired from his job, Jack wrote blog posts in which he criticized his former company and all of its employees. He made many negative comments, most of which were untrue. What tort is Jack committing?",houses and apartments.,physical inventions.,intellectual property.,government secrets.,C,"Defamation. Defamation is the publication of an untrue statement that subjects an entity to ridicule or contempt. Jack is publishing untrue information about his former employer out of spite, so he is committing defamation. Invasion of privacy occurs when a person's personal life is exposed unnecessarily. Battery is intentionally touching another in a harmful or offensive way without justification. Negligence includes situations in which harm is caused accidentally. None of these three types of torts apply to Jack. Cengage Learning, Inc.",Business Law,1,medium
What types of businesses can be owned by thousands of stockholders?,General partnerships,Open corporations,Close corporations,Sole proprietorships,B,"Open corporations. Individuals who invest their money in an open, or public, corporation are known as stockholders, or shareholders, because what they actually purchase are shares of stock in the corporation. This gives the investors the opportunity to share in the growth and possible profits of the corporation. General partnerships are owned by two or more partners. A close corporation is owned by a few people and does not offer its shares for sale to the general public. A sole proprietorship is owned by one person.",Business Law,1,medium
A business owner who prefers to maintain complete control of all business activities might consider structuring the venture as a(n),sole proprietorship.,general partnership.,S corporation.,limited liability company.,A,"Sole proprietorship. Owners of sole proprietorships bear all the responsibility and decision-making for the business. Since there is one owner, the sole proprietor maintains control of every aspect of the business. General partnerships, ""S"" corporations, and LLCs have more owners; therefore, each owner generally has less control over business activities.",Business Law,1,medium
Channels of distribution benefit businesses by,allowing them to avoid all channel tasks.,lowering the prices of all industrial goods.,raising their profits each year.,getting their products to consumers more efficiently.,D,"Getting their products to consumers more efficiently. Channels of distribution benefit businesses by getting their products to consumers more efficiently. This may help raise profits, but it is not a guarantee. Channels may lower the prices of some but not all industrial goods. Channels allow businesses to share channel tasks, but they will not be able to avoid all channel tasksâ€”every channel member contributes.",Channel Management,1,medium
A farmer with a produce stand in the yard is an example of a __________ distribution channel.,producer to consumer,producer to agent to consumer,producer to retailer to consumer,producer to wholesaler to consumer,A,"Producer to consumer. When goods are sold directly from the producer to the consumer, this is a direct channel of distribution. All of the other alternatives involve one or more intermediaries between the producer and the consumer. These are examples of indirect channels of distribution.",Channel Management,1,medium
The best way to evaluate the channel members in an international supply chain is often by using a(n),global distribution center.,international monetary fund.,global industry benchmarking system.,international trade center.,C,"Global industry benchmarking system. A global system provides a standard rating system with which to evaluate the effectiveness of international channel members. Because of the cultural, social, and political differences that exist outside of a company's national boundaries, the company's norm may not apply in these cases. A neutral third party familiar with international expectations may be a better judge of the channel member's effectiveness. The International Monetary Fund deals with exchange rates and differences in international currency. International trade centers and global distribution centers are examples of international channel members. ed.) [Lesson 14-3]. Boston, MA: Cengage Learning, Inc.",Channel Management,1,easy
"The ultimate purpose of preparing a long, complex, business report is usually to",be well-organized.,present all views.,help with major decisions.,present accurate data.,C,"Help with major decisions. A complex business report is a well-organized presentation of accurate information gathered to help with major business decisions. It summarizes the most important data, but it may not present all views on the subject. In most cases, it includes recommendations for action or suggested solutions for problems. 10-1a]. Boston, MA: Cengage Learning, Inc.",Communication Skills,1,easy
Which of the following is an example of a brand promise:,Low credit terms are available for qualified customers until January 2025.,Leather sofas only $499 this weekendâ€”buy now at Fred's Furniture Warehouse.,Henderson Photographyâ€¦uniquely capturing your special moments is our priority.,"For your convenience, four Cup O' Joe locations are open in the greater metro area.",C,"Henderson Photographyâ€¦uniquely capturing your special moments is our priority. The brand promise is a company's agreement (spoken or unspoken) with customers that it will consistently meet their expectations and deliver on its brand characteristics and values. Henderson Photography tells you exactly what you can expect every time you purchase its servicesâ€”unique photos to capture special moments. Fred's Furniture is offering sale prices for a limited time. The business offering credit terms to qualified customers has also placed time restrictions on its offer and has limited the offer to some rather than all customers. Rather than a brand promise, the businesses are using promotion. Cup O' Joe is communicating the convenience of having four locations. September 6, 2019, from http://hingemarketing.com/library/article/elements_of_a_successful_brand_4_brand_promise /?pivot/archive/2007-06/index.html",Customer Relations,1,easy
Which of the following statements is true about a mixed economy:,The government is the primary economic decision maker and also regulates individual and business behavior.,"Individuals are the primary economic decision makers, and businesses control and regulate the system.","Businesses are the primary economic decision makers, and the government controls the system.","Individuals and businesses are the primary economic decision makers, and the government helps regulate the system.",D,"Individuals and businesses are the primary economic decision makers, and the government helps regulate the system. A private enterprise system is an economic system in which individuals and groups, rather than the government, own or control the means of production. A private enterprise system is considered a mixed economy because individuals and businesses are the primary economic decision makers, while the government helps regulate and control the system. The government's activities serve to promote a fair competitive buying and selling environment. In a command economic system (communism), the government controls the economic system and does not allow private ownership of the means of production and distribution.",Economics,1,easy
