Question,A,B,C,D,Correct,Explanation,Topic,Assessment,Difficulty
Databases are often classified according to their,organizational approach.,hardware.,user experience.,web browser.,A,"Organizational approach. A databaseâ€”a term used to refer also to a database management systemâ€”is a virtual storage unit for information. There are many different types of databases, and they can be classified in numerous ways, including content type, user numbers, and organizational approach (or data model.) Databases are not typically classified according to a web browser (software used to access and display web pages), user experience (how a user interacts with a good or service), or hardware (the physical components of a computer system, such as the central processing unit, hard drive, and modem). https://www.techtarget.com/searchdatamanagement/definition/database",Information Management,8,easy
What data mining tool can be used to forecast future trends and outcomes?,Sentiment analysis,Open-source software,Data visualization,Predictive models,D,"Predictive models. Predictive modeling is the process of using known data to forecast future outcomes. Opensource software is computer software that users can alter, recode, and distribute freely. A sentiment analysis is a tool used to monitor emotional responses to data for branding or sales purposes. Data visualization is the representation of textual or empirical data in a visual format. https://www.investopedia.com/terms/p/predictive-modeling.asp",Information Management,8,easy
"When collaborating on a complex document, teams should use a(n) __________ to achieve a consistent voice.",appendix,USINESS ADMINISTRATION CORE EXAM 12,word processor,fact-checker,B,"Style guide. When collaborating on a complex document, teams should use a style guide to achieve a consistent voice. A style guide is a set of standards for developing and designing a document. It often provides guidelines around tone, terminology, and grammar rules, which, when followed by a team of writers, helps achieve consistency in voice and branding. A word processor, fact-checker, and/or appendix might be helpful when working on complex documents, but they will not necessarily help teams achieve a consistent voice. 2022, from https://sprk-d.com/5-tips-to-maintain-a-consistent-blog-voice-with-multiple-writers/",Information Management,8,medium
Turning research findings into actionable business recommendations can be challenging when suggestions,are presented with context.,arenâ€™t clearly communicated.,are well-organized.,rely on visual supports.,B,"Arenâ€™t clearly communicated. Turning research findings into actionable business recommendations is only possible when those suggestions are clearly communicated. Otherwise, recipients might not understand the suggestions or miss the connection between the data and recommendations. It is helpful, rather than challenging, when recommendations are well-organized, presented with context, and reinforced with visual supports, such as graphs and charts. 25, 2022, from https://www.adviso.ca/en/blog/guides-en/how-to-turn-your-data-into-actionableinsights-framework/ BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 18",Information Management,8,hard
Which of the following is an example of noncompliance with business health and safety regulations:,Mark not wearing protective gear when operating machinery,Tyreek reporting harassment to his human resources department,Natasha failing to complete her responsibilities on time,Lisa continuously showing up late to her night shifts,A,"Mark not wearing protective gear when operating machinery. Noncompliance in business refers to an individual's failure to act in accordance with a business's rules, regulations, or boundaries. Mark not wearing protective gear when operating machinery is an example of noncompliance with business health and safety regulations. Natasha failing to complete her responsibilities on time and Lisa continuously showing up late to her night shifts are both examples of noncompliance, but neither necessarily relates to health and safety regulations. Tyreek reporting harassment to his human resources department is an example of complianceâ€” fulfilling requirementsâ€”with business health and safety regulations. July 25, 2022, from https://quickbooks.intuit.com/ca/resources/manage-employees/dealing-with-noncompliance-in-your-workforce",Operations,8,medium
"Sonia, a supervisor, is approached by a panicked employee. The employee informs Sonia of an accident that left another employee badly injured. What should Sonia do first?",Call for emergency services,Identify people at the scene,Complete an incident report,Preserve physical evidence,A,"Call for emergency services. First, Sonia should call for emergency services. Because an employee is badly injured, it is of the utmost importance that they receive medical attention as soon as possible. Once emergency services are called and the employee receives the help they need, Sonia can identify people at the scene, preserve physical evidence, and start working on an incident report. https://www.cbia.com/resources/hr-safety/safety-health/responding-to-workplace-accidents",Operations,8,medium
Which of the following are examples of an input:,Capital goods and human resources,Manufacturing and constructing,Education and health care,Computers and jewelry,A,"Capital goods and human resources. Production is the creation of goods and services from economic resources. The specific economic resources used in producing goods and services are called inputs. The basic categories of inputs are human resources, natural resources, and capital or capital goods. In other words, a business must have workers, materials to create products, production equipment, and the money to pay for it all. Manufacturing and constructing are examples of conversion processes, which is where inputs turn into products. The goods and services produced as the result of combining inputs are called outputs. Outputs may be tangible products (goods) such as computers or jewelry, or they may be intangible products (services) such as education or health care.",Operations,8,easy
Which of the following does controlling expenses allow a business to do:,Provide limited supplies and equipment,Downgrade its business and pay bills on time,Offer good wages and avoid offering benefits,Renovate the facility or expand the business,D,"Renovate the facility or expand the business. Expenses refers to the money that a business spends. By controlling expenses, businesses can renovate their facilities or expand their businesses. Other potential benefits for businesses that control their expenses include providing adequate supplies and equipment, paying its bills on time, providing good wages and benefits, maintaining the facility, using promotion to attract customers and increase sales, carrying out research and development activities, and paying dividends to stockholders. Downgrading its business, providing limited supplies and equipment, and avoiding offering benefits are not intended results of controlling expenses. BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 19",Operations,9,easy
What can a company do to improve its data security?,Update its programs regularly,Tell employees to reuse passwords,Use public Wi-Fi for daily tasks,Back up its data once a year,A,"Update it programs regularly. If a company wants to improve its data security, it should update its programs regularly. Updating computers and other electronic devices regularly is one of the best ways to ensure their protection. Hackers and ransomware are often adapting, so regularly updating the applications and software on devices will improve the overall data security. Companies should encourage employees to use unique passwords and to change them often. Companies should back up their data at minimum once a week, but preferably every day. Companies should make sure their employees are using a secure or private connection when connecting to the internet. https://www.lepide.com/blog/ten-ways-to-improve-data-security",Operations,9,easy
"For a project to be deemed successful, it typically",satisfies customers and dissatisfies suppliers.,USINESS ADMINISTRATION CORE EXAM 13,stays within budget and meets its deadline.,satisfies suppliers and doesn't meet deadline.,C,"Stays within budget and meets its deadline. For a project to be deemed successful, it has to meet certain criteria. Generally, a successful project is one that stays within its budget and meets its deadline. The cost or budget is often the main measurement of a project's success, as the company will lose money if it goes over budget. The completion of a project on time is another important measurement of project success. A successful project achieves all of its intended results, not only some of them. A successful project satisfies both suppliers and customers. https://smallbusiness.chron.com/quality-planning-important-project-management-81402.html",Operations,9,easy
"By evaluating vendor performance, organizations can",enlarge overall costs and expenses.,lower productivity and efficiency.,increase product issues and defects.,drive improvements in the supply chain.,D,"Drive improvements in the supply chain. Vender performance is the process of measuring and monitoring the performance of your vendors/suppliers. These evaluations are important because they ensure that your vendors are meeting your standards and requirements. There are several benefits for an organization that evaluates the performance of its vendors, such as driving improvements in the supply chain, reducing costs, increasing productivity and efficiency, improving business performance, identifying problems, and decreasing the number of product issues or defects. Enlarging overall costs and expenses, lowering productivity and efficiency, and increasing product issues and defects are not intended results of evaluating a vendor's performance. 2022, from https://www.zycus.com/blog/supplier-management/supplier-performance-evaluation-aquick-checklist.html",Operations,9,medium
"Compared to businesses in the manufacturing or medical industry, a retail business typically has greater need for __________ because it resells finished products.",scheduling,routing,safety and security,inventory control,D,"Inventory control. Retail businesses focus on reselling finished products. Therefore, keeping a balanced inventory is crucial for retailers to maximize efficiency, sales, and customer satisfaction. Safety and security, while still important in the retail industry, would be a greater focus in the manufacturing industry and medical industry where businesses may use highly complex machines, chemicals, and procedures. Routing deals with the sequencing of the production process; it is less of a concern for retailers because they do not produce goods. Similarly, scheduling establishes the timetable for the production process and is less applicable to retail businesses. BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 20",Operations,9,medium
"Steve, the VP of a large company, wants to improve the coordination and collaboration among departments. Which of the following can he do to encourage this collaboration:",Don't celebrate small wins to maintain focus,Tell employees to avoid giving feedback,Facilitate consistent communication,Avoid multidepartment projects,C,"Facilitate consistent communication. To encourage coordination and collaboration among his company's departments, Steve should facilitate consistent communication. This includes having the right software and equipment to allow communication and holding regular meetings with all department managers. Multidepartment projects are important, as they will allow departments to work together and learn each other's processes. Steve should encourage the company's employees to provide feedback to their managers and to other departments. By doing this, it can empower team members, lead to streamlining, and improve processes and collaboration. Steve should encourage his departments to celebrate small wins with each other. Bringing employees from different departments together is a great way to sustain momentum and motivation, as well as allowing them to build working relationships with one another. 2022, from https://www.workzone.com/blog/9-ways-to-improve-collaboration-between-departments",Operations,9,hard
Which of the following is a way in which a company can streamline its work processes:,Increase paper usage,Maintain existing processes,Avoid outsourcing,Consolidate software,D,"Consolidate software. A company can streamline its work processes if it consolidates its software. Rather than having separate software for different functions (order entry, accounting, inventory control, etc.), combining all of these processes into one integrated software platform will streamline each of the processes. Rather than maintaining existing processes, it is important to assess and analyze each of them to determine which processes should be streamlined. Reducing, not increasing, paper usage is a great way to streamline work processes. Paperwork can pile up and add unnecessary lead times, create extra work, and take up more storage space. Outsourcingâ€”acquiring assistance from outside organizations/consultants to obtain goods or services to accomplish business objectives or perform primary business activitiesâ€”can help speed up processes and take more off employeesâ€™ plates, giving them more time to complete other important tasks. https://www.thebalancesmb.com/top-ways-to-streamline-your-business-2533560",Operations,9,medium
Which of the following is something that may be found in a company property agreement:,Instruction on how to use business equipment for personal use,Employees' responsibilities if equipment is lost or damaged,Information about the company's paid vacation policy,Details regarding the company's health benefits package,B,"Employees' responsibilities if equipment is lost or damaged. A company property agreement is used to ensure that all property used by employees is accounted for and to outline the responsibilities by the employee for loss or damages to company property. Instruction on how to use business equipment for personal use is not something that would typically be included in a company property agreement. More often than not, these agreements will inform employees not to use company equipment for personal use. Information about a company's paid vacation policy and details regarding the company's health benefits package are not included in a company property agreement. https://smallbusiness.chron.com/company-property-agreements-43589.html",Operations,9,easy
Which of the following statements about addressing product quality issues with your supplier is true:,Avoid taking pictures of the issues or defects.,Wait two days before informing the supplier.,Quality issues are inevitable no matter the supplier.,Do not offer any solutions to the supplier.,C,"Quality issues are inevitable no matter the supplier. No matter how experienced the supplier, quality issues are inevitable. They are bound to happen from time to time, so knowing how to address these problems is important. Rather than waiting two days before telling a supplier about an issue, you should immediately inform them. If you notice an issue or a defect, it is important to take photos for documentation so that you can send them to your supplier. Although it isn't necessarily your responsibility to offer solutions for a problem, it could be helpful for the supplier to have a different perspective on how to handle the issue. Providing advice or offering help could speed up the process and get things back on track. Retrieved July 26, 2022, from https://news.ewmfg.com/blog/addressing-product-quality-issues-withyour-supplier-free-checklist BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 21",Operations,9,medium
"When ethical standards are implemented throughout a project, which of the following is a result:",Complicated decision-making,USINESS ADMINISTRATION CORE EXAM 14,Increased anxiety and stress,Decreased stakeholder trust,B,"Higher chance of success. When ethical standards are implemented throughout a project, there is a higher chance of success for the project. When unethical actions are taken, projects tend to veer off course and bring about costly consequences. But projects that follow ethical standards are much more likely to avoid those mishaps, leading to a greater chance that the project will achieve its goals. Projects that follow ethical standards will build stakeholder trust, improve decision-making, and reduce anxiety and stress.",Operations,9,medium
Zaria wants to improve her time-management skills at work. Which of the following tips will help her do so:,Assume more responsibilities,"Focus on tasks, not on goals",Prioritize tasks by importance,Stay up late to finish projects,C,"Prioritize tasks by importance. Zaria can improve her time-management skills by prioritizing tasks by importance. Determining which tasks are more important or urgent than others will help her prioritize her responsibilities and make the most of her time. Rather than assuming more responsibilities, Zaria should be aware of her workload limitations. Staying up late to finish projects may help in the short term, but not getting enough sleep will prevent Zaria from being at her best at work the next day. A lack of sleep can hurt her productivity and efficiency, which would hurt her time-management skills. Rather than focusing on tasks, Zaria should focus on goals. By setting smaller, attainable goals for herself, she will be more efficient with her time. Focusing on the overall task at large can be overwhelming and hurt time-management skills.",Professional Development,10,easy
Which of the following business careers are within the finance field:,Accounting and human resource management,Banking services and insurance positions,Operations management and merchandising,Marketing research and professional selling,B,"Banking services and insurance positions. Business careers typically fall under three categories: business management, finance, and marketing. Banking services, insurance, and accounting all fall under the finance field. Human resource management and operations management are both careers in the business management field. Marketing research, merchandising, and professional selling are all careers in the marketing field.",Professional Development,10,easy
Which of the following tips should you follow when completing a job application:,Tailor your application to the job description,Leave blanks on the application when necessary,Be sure to add your specific salary requirements,Strengthen your application by exaggerating experience,A,"Tailor your application to the job description. When completing a job application, it is important to tailor your resume, cover letter, answers, and other components of the application to the job description. This includes details of your skills, experience, accomplishments, and knowledge. By doing this, you will show why you are more qualified than other applicants for the position. It is important to not leave any blanks on a job application. If there are questions that don't apply to you, it is better to respond with ""not applicable"" or ""n/a."" You should also avoid including specific salary requirements, as it is too early in the process to negotiate salary. You should not lie or exaggerate on an application, as it will damage your credibility, especially if you are caught. 21, 2022, from https://www.livecareer.com/resources/jobs/search/job-applications BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 22",Professional Development,10,medium
Which of the following is information that should be included in the contact section of a resume:,Details about your last job,Awards you've received,Your website URL,Where you went to school,C,"Your website URL. The contact section of a resume can be found at the top of the page, and it lists important contact information about yourself. Typically, this section includes your full name, email address, home address, phone number, and your website URL. Details about your last job are included in the experience section. Where you went to school is included in the education section. Awards you've received are included in the honors, activities, and/or outreach section. https://owl.purdue.edu/owl/job_search_writing/resumes_and_vitas/resume_workshop/index.html",Professional Development,10,easy
What benefit will a new business gain by attending a trade show?,It can build its network and generate new ideas.,It guarantees high turnouts and sales leads.,It is free to attend and travel costs are often covered.,It doesnâ€™t need to worry about competition in attendance.,A,"It can build its network and generate new ideas. A trade show is an event where businesses display and/or demonstrate their products to build sales leads and interest. There are several benefits for an upcoming business attending a trade show, including building its network, generating new ideas, and learning about its competition. A trade show often includes several companies in the same industry, so the upcoming business will have to worry about competition at the trade show. Trade shows are not free to attend, and costs of travel, food, and accommodations are typically not covered. Trade shows are great for introducing products and services to others, but they don't guarantee high turnouts or sales leads. journals/periodicals, professional/trade associations, classes/seminars, trade shows, and mentors) July 21, 2022, from https://www.smartservice.com/smart-service-blog/5-reasons-to-attend-a-fieldservice-industry-trade-show",Professional Development,10,easy
"There are many similarities and differences among entrepreneurs, small-business owners, and managers. When comparing and contrasting the three, which of the following statements best describes a small-business owner:","They typically employ more than 1,000 people.",They handle day-to-day tasks to make a vision a reality.,They are often content with simple business operations.,They work to grow and expand their businesses.,C,"They are often content with simple business operations. A small-business owner is an individual who owns a business venture to generate income without intentions of growing or expanding the business. Because of this, small-business owners are often content with simple business operations. Small-business owners typically employ less than 500 people, not more than 1,000. A manager is an individual responsible for the coordination of resources to accomplish an organizationâ€™s goals. Managers handle day-to-day tasks to make an entrepreneur's vision a reality. An entrepreneur is an individual who identifies an opportunity to create new value, develops and offers a unique product, assumes the risks of starting and building a business, focuses on the improvement and growth of that business, and receives personal and financial rewards for their efforts. Entrepreneurs are focused on growing and expanding their businesses.",Professional Development,10,hard
Which of the following is a way you can achieve a strong work-life balance:,Don't use paid time off unless necessary.,USINESS ADMINISTRATION CORE EXAM 15,Avoid setting specific work hours to follow.,Prioritize personal messages during work hours.,B,"Set boundaries and priorities for yourself. To achieve a strong work-life balance, it is important to set boundaries and priorities for yourself. Setting boundariesâ€”such as not checking your work-related messages after you clock out, keeping your email off your phone, and using separate devices for work and personal mattersâ€”can help prevent burnout. Prioritizing your most important tasks at work will help you stay up to date on your assignments, which will result in more free time to relax outside of work. Paid time off can be used in situations where it is necessary, such as an illness or emergency. However, it should also be used for vacations, mental health days, or other personal life endeavors. Setting specific work hours is important for a work-life balance. If you know when you will start and end work, it will be easier to focus during work hours and unplug during non-work hours. Checking personal messages during work hours is OK on a limited basis, but they should not take priority over your tasks. 2022, from https://www.businessnewsdaily.com/5244-improve-work-life-balance-today.html BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 23",Professional Development,10,easy
Which of the following is a consequence of failing to follow the chain of command:,It creates a smoother workflow and solves issues faster.,It reflects poorly on you and may get you in trouble.,It maintains order and lowers productivity and efficiency.,It creates complications for others and improves communication.,B,"It reflects poorly on you and may get you in trouble. A chain of command is the flow of authority within an organization. Not following the chain of command can reflect poorly on you, may get you in trouble, or it may create unnecessary complications for everyone else. Clearer and improved communication, smoother workflow, faster issue resolution, and maintaining order are all benefits of chains of command. Chains of command will improve productivity and efficiency, not lower it.",Professional Development,10,easy
Which of the following is a way in which a company can align employees with its organizational goals:,Prioritize organizational goals over employee goals,Avoid providing regular feedback and coaching,Limit personal development opportunities,Communicate goals on every level of the organization,D,"Communicate goals on every level of the organization. A company can align employees with its organizational goals by communicating its goals on every level. By having clear and consistent communication of goals and responsibilities at every level of an organization, employees will better understand how they are helping the company reach its goals. Rather than prioritizing organizational goals over employee goals, companies should encourage employees to share their personal visions and goals with management. Then, managers should provide regular feedback and coaching to ensure work is aligned and employees are on track to achieve their goals. Companies should offer, rather than limit, personal development opportunities to help their employees grow. Retrieved July 21, 2022, from https://www.quantumworkplace.com/future-of-work/how-to-alignorganizational-goals",Professional Development,10,easy
Which of the following is an example of a strategic hazard risk that a business may face:,"Inflation, interest rate increases, or credit downgrades",USINESS ADMINISTRATION CORE EXAMâ€”KEY 1,Natural phenomena such as tornadoes and earthquakes,Problems with human resources or labor relations,B,"Damaged company reputation due to brand erosion. Strategic risks are possible events or situations that can affect the execution of an organizationâ€™s long-term plans. Many strategic risks involve damage to the companyâ€™s reputation as a result of brand erosion, fraud, and/or negative publicity; threats posed by new competitors and/or new competing products; and technological innovations that make certain products obsolete. Natural phenomena such as tornadoes and earthquakes are hazard risksâ€”potential events or situations that can cause injury or harm to people, property, or the environment. Inflation, interest rate increases, or credit downgrades are financial risksâ€”possible events or situations that directly impact a companyâ€™s cash flow. Problems with human resources or labor relations are operational risksâ€”possible events and situations resulting from employee actions, core processes, and daily business activities.",Strategic Management,10,easy
Which of the following is an example of a personal liability:,Mutual funds,Mortgage,Treasury bills,Vacation home,B,"Mortgage. Personal liabilities are any debts that an individual owes. A mortgage is a loan used to purchase real estate. A person who takes out a mortgage owes a certain amount to the lender that must be paid back over time. Therefore, a mortgage is a personal liability. A vacation home, mutual funds, and treasury bills are all examples of personal assets, which are anything of value that a person owns that can be converted into cash. https://www.investopedia.com/articles/pf/13/calculating-your-tangible-net-worth.asp",Financial Analysis,1,easy
Why is it important for businesses to follow local health ordinances?,To lower the need for medical care facilities,To protect the natural environment,To reduce the risk of widespread illness,To prevent accidents in the workplace,C,"To reduce the risk of widespread illness. The purpose of health regulations is to protect the population from widespread illnesses. Depending on the industry or business type, most localities require businesses to follow certain rules to reduce the risk of illness. For example, various levels of government are likely to require that restaurants handle, store, and cook foods in certain ways to prevent illnesses such as e coli. Safety regulations intend to reduce the risk of accidents. The purpose of environmental regulations is to protect the natural environment from such issues as air pollution and waste management. Following health ordinances does not lower a community's need for medical care facilities. employee handbook. Retrieved October 3, 2023, from https://blog.airmason.com/the-importance-ofstaying-up-to-date-on-local-laws-with-your-digital-employee-handbook",Operations,1,medium
The time value of money says a dollar you receive in the future will be worth less than a dollar received today due to,interest.,exchange rates.,disposable income.,inflation.,D,"Inflation. The concept of the time value of money is based on the belief that inflation will always riseâ€”the price of goods will increase over time. The time value of money concept is not based on the belief that interest will always rise, although the concept encourages people to grow their funds through the advantage of interest. The time value of money deals with a specific currency and does not consider exchange rates for other currencies. Disposable income refers to earned income left after taxes owed are paid and has no impact on the future value of a dollar. October 2, 2023, from https://www.investopedia.com/terms/t/timevalueofmoney.asp",Financial Analysis,1,easy
A mission statement primarily deals with,what you plan to do in the future.,what you are doing right now.,what you regret not doing in the past.,what you have done in the past.,B,"What you are doing right now. A mission statement deals with what you are doing right now and how it is helping you achieve your personal vision. A mission statement does not reflect what you have done in the past or what you wish you had done in the past. While a mission statement does address the future, its primary focus is the present.",Emotional Intelligence,1,easy
"Which type of customer can best be described as being shy, insecure, and sensitive?",Domineering/Superior,Dishonest,Suspicious,Slow/Methodical,D,"Slow/Methodical. These customers require a lot of time to make buying decisions because of shyness or indecisiveness. These customers tend to be silent, or they don't clearly convey their needs or wants. Domineering/Superior customers are overly confident customers who feel they know more and are better than the average person. Suspicious customers question everything and usually want proof before being convinced that something is true. Dishonest customers intentionally attempt to avoid paying part or all of the price for a good or service. BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 2",Customer Relations,1,easy
Employee recognition and approval is a form of __________ feedback.,negative,positive,internal,critical,B,"Positive. Feedback is evaluative information about you, your behavior, or the results of your behavior. It can be positive or negative in nature. Positive feedback involves praise (compliments, commendations, etc.) and tends to reinforce the behavior that it recognizes. Internal feedback comes from within yourself. Critical or negative feedback tends to make people want to change their behavior.",Emotional Intelligence,1,medium
Standing very close to someone with whom you are talking can be an indication of __________ behavior.,passive,USINESS ADMINISTRATION CORE EXAM 2,aggressive,subversive,C,"Aggressive. Aggressive behavior is conduct based on a willingness to ignore the rights of others and to take advantage of them to achieve personal goals. Aggressive behavior is sometimes called attack behavior. One form of attack behavior is called ""in-your-face"" behavior, and it involves an individual standing too close to another person when talking with them. Passive behavior is conduct in which people fail to exercise their rights and to respect their own needs. Assertive behavior is conduct based on respect for your own rights and for the rights of others. Subversive behavior is intended to undermine or overthrow some form of government.",Emotional Intelligence,1,medium
Which of the following is a capability of a presentation software program:,Copying and printing documents,Connecting several computers,Calculating mathematical data,Combining animation and sound,D,"Combining animation and sound. Presentation software programs give the user the capability of presenting information by combining graphics, text, animation, photographs, and sound. Presentation software can be used to create slide programs, overhead transparencies, multimedia presentations, etc. This software enables users to develop visual presentations that are lively, colorful, and appealing to viewers. Presentation software programs are typically not used to connect several computers, copy and print documents, or calculate mathematical data. https://www.techtarget.com/whatis/definition/presentation-software-presentation-graphics",Information Management,1,medium
"After careful consideration, Kayla has decided to major in biology in college. Kayla's choice of major was most likely a(n) __________ decision.",routine,extensive,limited,unlimited,B,"Extensive. There are different types of decisions. You can make routine decisionsâ€”the ones you hardly have to think about, such as whether you should wear a clean T-shirt. You can make limited decisionsâ€”the ones that require a little time to look at each alternative, such as whether you should sign up for the drama club or flag football. And, you can make extensive decisionsâ€”the ones that demand a lot of careful consideration, such as what career you would like to begin to prepare for. Kayla's decision to major in biology was probably the result of lots of research, discussion, and planningâ€”in other words, it was probably an extensive decision.",Professional Development,1,medium
An advantage to a business that uses intranet capabilities is that it allows employees to share the business's information with,former employees.,each other.,customers.,competitors.,B,"Each other. An intranet is an internal network of computers within an organization that allows employees to access and share information. Intranet systems benefit businesses because employees can view, transmit, and share information across departments, divisions, or branches. For example, an intranet may allow sales staff, purchasing staff, and warehouse staff to view the inventory status of the business's products simultaneously. This is important because each department works with the business's products in different ways. The intranet system allows each department to monitor the business's inventory levels to perform the work. The intranet provides employees access to the same information at any given time, and helps the business run efficiently. Intranet systems often contain confidential information and are not shared with competitors, customers, and former employees. https://work.chron.com/advantages-implementing-corporate-intranet-3285.html BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 3",Information Management,1,medium
Interest and enthusiasm are very important parts of a(n),business cycle.,orderly environment.,positive attitude.,partnership agreement.,C,"Positive attitude. Interest and enthusiasm are part of a positive attitude, which gives you a good outlook on life. Although you will still encounter frustrations and disappointments, you won't be kept down very long by them. Your interest in life and your enthusiasm will soon reassert themselves. Business cycles are periods of expansion and contraction in economic activities. An orderly, systematic environment can be obtained without interest and enthusiasm. A partnership agreement is a written agreement signed by business partners that specifies the terms of the partnership. https://www.dol.gov/sites/dolgov/files/odep/topics/youth/softskills/enthusiasm.pdf",Emotional Intelligence,2,easy
A company that wants to present an image of professionalism can help reinforce the image by requiring employees to,park in designated areas.,dress and act professionally.,be friendly and helpful.,maintain accurate timesheets.,B,"Dress and act professionally. When employees dress and act in a professional manner, it reflects back on the company and reinforces an image of professionalism. Professional behavior includes being friendly and helpful to customers and coworkers. Maintaining accurate timesheets and parking in designated areas are internal concerns that likely would not be noticed by customers. workplace etiquette. Retrieved October 2, 2023, from https://www.umassglobal.edu/news-andevents/blog/professionalism-and-workplace-etiquette",Customer Relations,2,easy
What is a possible consequence of probate?,It keeps property from being appraised.,It prevents beneficiaries from paying taxes.,It can change the executor of a will.,It can be expensive and time-consuming.,D,"It can be expensive and time-consuming. Going through the probate process involves paperwork, court appearances, and legal fees. Avoiding the probate process can prevent the loss of time and money. Probate does not keep property from being appraised; rather, it includes an appraisal process. Probate does not prevent beneficiaries from paying taxes, nor does it change the executor of a will. In the case that there is no executor, a judge will appoint someone. encyclopedia/probate-faq.html",Financial Analysis,2,easy
"To be understood on the phone, a business's employees should always",speak from notes.,USINESS ADMINISTRATION CORE EXAM 3,speak rapidly.,enunciate clearly.,D,"Enunciate clearly. Enunciating clearly involves speaking clearly and distinctly, which makes the message easy for the listener to follow. The message may not be clear if employees mumble or speak rapidly. It is sometimes useful to have notes when speaking on the phone, but it is not always necessary. Other guidelines to follow are to use appropriate vocabulary and to avoid using an excessive amount of ""filler"" words, such as ""um"" and ""uh."" Filler words can be distracting and often indicate that the speaker is unsure about what they are saying. 2, 2023, from https://www.indeed.com/career-advice/career-development/phone-skills BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 4",Communication Skills,2,easy
"When reconciling your check register, it is important to __________ your balance.",subtract all applicable fees from,add ATM withdrawals to,subtract your earned interest from,add your debit card transactions to,A,"Subtract all applicable fees from. The check register is a central location to record and track all of the checks that you write and the amount of money you spend in your checking account. Each month, you receive a bank statement that details your checking account activity. You should reconcile your check register with your bank statement to ensure that they match. This step is important for many reasons. For example, if you forget to enter transactions in your check register, you may overdraw your account and be fined for insufficient funds. When reconciling your check register, you want to make sure that you have subtracted all fees including debit card transactions and ATM withdrawals. You should add the interest earned if your account is set up to earn interest. October 2, 2023, from https://mycreditunion.gov/life-events/checking-credit-cards/checking/balancingcheckbook",Financial Analysis,2,medium
Which of the following is an example of a nonrenewable resource:,Wind,Gold,Soil,Sunlight,B,"Gold. Gold is a nonrenewable resource because the supply is running out and it does not re-form quickly enough to replenish our supply. In contrast, soil, sunlight, and wind are considered renewable resources because their supply replenishes at a fast enough rate that they are not in danger of running out.",Economics,2,easy
"What is needed to effectively handle situations such as fire, injury, bomb threats, and robbery that might occur on the business's property?",An operating strategy,A surveillance system,An evacuation map,An emergency plan,D,"An emergency plan. Comprehensive emergency plans contain policies and procedures for many types of situations that the business might experience. The plan might address issues such as evacuation plans for fire, bomb threats, and weather-related incidents. The emergency plan might include policies for handling injuries, illnesses, and robberies. The business needs to ensure that employees know what to do in these situations by providing ongoing training. 2023, from https://www.osha.gov/etools/evacuation-plans-procedures",Operations,2,medium
"To demonstrate adaptability, it is important to recognize that",circumstances are always changing.,you can control the way others react.,fear of the unknown induces change.,it is always OK to stay in your comfort zone.,A,"Circumstances are always changing. To be adaptable, you must first recognize that circumstances are always changing. When you recognize that change is inevitable, then you can relax and develop a mindset to ""expect the unexpected,"" which will help you handle changes when they occur. Staying in your comfort zone and being fearful are barriers to adaptability. Although you can't control the way others react in a situation, you can control the way you react.",Emotional Intelligence,2,medium
"If a manager wants to be sure they correctly interpret their employees' nonverbal cues, how should they communicate with them?",Through an office-wide memo,By phone,Face-to-face,By email,C,"Face-to-face. With face-to-face communication, a manager would be able to observe their employees' nonverbal communication. This is not possible when communicating via phone, email, or office memo. 2023, from https://ucpathjobs.org/working-at-uc/nonverbal-communication-matters-workplace BUSINESS ADMINISTRATION CORE EXAMâ€”KEY 5",Communication Skills,2,easy
"If a manager is focused on improving sales revenue, they are likely to keep this goal in mind when planning an upcoming marketing campaign. This is an example of how",priorities impact the way a project is planned.,budget controls how a project is planned.,increased sales are a benefit of project planning.,project planning is not a good use of time.,A,"Priorities impact the way a project is planned. The manager in this example is prioritizing sales revenue. As a result, this focus impacts their planning of an upcoming marketing campaign. This is not an example of how budget controls how a project is planning, how increased sales are a benefit of project planning, or how project planning is not a good use of time.",Operations,2,easy
How do businesses transfer risk?,Implement security measures,USINESS ADMINISTRATION CORE EXAM 4,Obtain insurance,Check for hazards,C,"Obtain insurance. Risk is the possibility of loss. There are many ways to reduce the possibility of loss. One way to reduce the possibility of loss is by transferring the risk, which is done by obtaining insurance. Insurance is a contractual agreement in which one company (insurer) will pay for specified losses incurred by the other company (insured) in return for installment payments (premium). Implementing security measures, checking for hazards, and screening employees are ways to control and prevent certain types of risks. 2, 2023, from https://www.investopedia.com/terms/t/transferofrisk.asp",Financial Analysis,3,easy
One way to maintain a positive attitude is to,focus on your own needs and ignore the needs of others.,share the good and bad of your life with others.,avoid sharing your feelings with others.,be critical of yourself when you make a mistake.,B,"Share the good and bad of your life with others. Sharing your experiences with others helps you to understand them and to feel understood yourself. Focusing only on your needs, avoiding sharing, and being critical are all characteristics of people with a negative attitude.",Emotional Intelligence,3,easy
